#,name,size,memory_type,price,producer,clock,timings,sticks,image_url,gaming,graphic design,programming,office
119,Crucial Ballistix Sport LT Series red,8,DDR4,19.98,Crucial,2400,16-16-16,2,https://cdna.pcpartpicker.com/static/forever/images/product/aae9b49cc423c0b0bf7053e10832a964.1600.jpg,TRUE,FALSE,TRUE,FALSE
120,Crucial Ballistix Sport LT Series red,8,DDR4,19.98,Crucial,2666,16-18-18,1,https://cdna.pcpartpicker.com/static/forever/images/product/aae9b49cc423c0b0bf7053e10832a964.1600.jpg,TRUE,FALSE,TRUE,FALSE
121,Crucial Ballistix Sport LT Series red,4,DDR4,29.99,Crucial,2400,16-16-16,1,https://cdna.pcpartpicker.com/static/forever/images/product/c62f5aa1d2d902523596f383c7946a7b.256p.jpg,FALSE,FALSE,FALSE,TRUE
122,Crucial Ballistix Sport LT series white,64,DDR4,224.52,Crucial,3000,15-16-16,4,https://cdna.pcpartpicker.com/static/forever/images/product/da4cecff7e3ebe77a577561a19a2d1c7.1600.jpg,TRUE,TRUE,FALSE,FALSE
123,Crucial Ballistix Sport LT series white,32,DDR4,88.98,Crucial,3000,15-16-16,2,https://cdna.pcpartpicker.com/static/forever/images/product/c62f5aa1d2d902523596f383c7946a7b.1600.jpg,TRUE,TRUE,FALSE,FALSE
124,Crucial Ballistix Sport LT series white,16,DDR4,40.99,Crucial,3200,16-18-18,2,https://cdna.pcpartpicker.com/static/forever/images/product/0e1710473f2e5c1c968385a02c96171b.256p.jpg,TRUE,FALSE,TRUE,FALSE
125,Crucial Ballistix Sport LT series white,16,DDR4,40.99,Crucial,3000,15-16-16,1,https://cdna.pcpartpicker.com/static/forever/images/product/0e1710473f2e5c1c968385a02c96171b.256p.jpg,TRUE,FALSE,TRUE,FALSE
126,Crucial Ballistix Sport LT Series white,16,DDR4,40.99,Crucial,2400,16-16-16,1,https://cdna.pcpartpicker.com/static/forever/images/product/0e1710473f2e5c1c968385a02c96171b.256p.jpg,FALSE,FALSE,TRUE,FALSE
127,Crucial Ballistix Sport LT white DDR4-2666 CL16,4,DDR4,15.90,Ballistix,2666,,1,https://cdna.pcpartpicker.com/static/forever/images/product/c62f5aa1d2d902523596f383c7946a7b.256p.jpg,FALSE,FALSE,TRUE,TRUE
128,Crucial Ballistix Tactical Tracer RGB,32,DDR4,134.32,Crucial,2666,16-18-18,4,https://m.media-amazon.com/images/I/51GJlZ52nXL.jpg,TRUE,TRUE,TRUE,FALSE
129,Crucial Ballistix Tactical Tracer RGB,32,DDR4,134.32,Crucial,2666,16-18-18,4,https://m.media-amazon.com/images/I/51GJlZ52nXL.jpg,TRUE,TRUE,TRUE,FALSE
130,Crucial DDR4-2133 CL15,32,DDR4,124.99,Crucial,2133,,1,https://cdna.pcpartpicker.com/static/forever/images/product/de3c2c90a77dd86d0e11899f355bfbcd.1600.jpg,TRUE,FALSE,TRUE,FALSE
131,Crucial DDR4-2133 CL15   Reg. ECC,16,DDR4,55.99,Crucial,2133,,1,https://cdna.pcpartpicker.com/static/forever/images/product/854f4fb3eae606a42541249b498ddde7.256p.jpg,FALSE,FALSE,TRUE,TRUE
132,Crucial DDR5-4800,16,DDR5,45.99,Crucial,4800,40-39-39,2,https://images-na.ssl-images-amazon.com/images/I/41%2B2%2B5suuAL.jpg,TRUE,TRUE,FALSE,FALSE
133,G.Skill Aegis DDR4 DDR4-2400 32GB,32,DDR4,95.99,G.Skill,2400,15-15-15-35-2N,2,https://cdna.pcpartpicker.com/static/forever/images/product/5bfb04d855b1e501d71ef7516d5c39f7.1600.jpg,TRUE,FALSE,TRUE,FALSE
134,G.Skill Aegis DDR4 DDR4-2400 4GB,4,DDR4,37.99,G.Skill,2400,15-15-15-35-2N,1,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.256p.jpg,FALSE,FALSE,FALSE,TRUE
135,G.Skill AEGIS Series,16,DDR4,220.00,G.Skill,2400,17-17-17-39,2,https://cdna.pcpartpicker.com/static/forever/images/product/3f022d1fab33c9449528fcde94d7df8e.256p.jpg,TRUE,FALSE,TRUE,FALSE
136,G.Skill Aegis Series,32,DDR4,117.99,G.Skill,3200,16-18-18-38,2,https://cdna.pcpartpicker.com/static/forever/images/product/a4cecff25f58230f3fbae1903d711e49.1600.jpg,TRUE,TRUE,FALSE,FALSE
137,G.Skill AEGIS Series,8,DDR4,134.32,G.Skill,2400,17-17-17-39,1,https://m.media-amazon.com/images/I/41Y1FqRjViL.jpg,TRUE,FALSE,TRUE,FALSE
138,G.Skill Flare X (for AMD) DDR4-2133 32GB,32,DDR4,95.99,G.Skill,2133,15-15-15-36,2,https://cdna.pcpartpicker.com/static/forever/images/product/5bfb04d855b1e501d71ef7516d5c39f7.1600.jpg,TRUE,FALSE,TRUE,FALSE
139,G.Skill Flare X (for AMD) DDR4-2400 16GB,16,DDR4,49.99,G.Skill,2400,16-16-16-39,2,https://cdna.pcpartpicker.com/static/forever/images/product/f32933ead8c97b0d50b26c83dc02ae6c.256p.jpg,FALSE,FALSE,TRUE,FALSE
140,G.Skill Flare X Series,64,DDR4,199.99,G.Skill,2400,16-16-16-39,4,https://cdna.pcpartpicker.com/static/forever/images/product/5a9d191fd5126d95e101c829b03149e8.256p.jpg,TRUE,TRUE,FALSE,FALSE
141,G.Skill Flare X Series,32,DDR4,272.21,G.Skill,2400,16-16-16-39,2,https://cdna.pcpartpicker.com/static/forever/images/product/fc68ea242d4c2ff9c579fa266583febb.1600.jpg,TRUE,FALSE,TRUE,FALSE
142,G.Skill Fortis Series,64,DDR4,209.99,G.Skill,2400,15-15-15-39,4,https://cdna.pcpartpicker.com/static/forever/images/product/5a9d191fd5126d95e101c829b03149e8.256p.jpg,TRUE,TRUE,FALSE,FALSE
143,G.Skill Ripjaws 4 DDR4-2133 32GB,32,DDR4,62.99,G.Skill,2133,15-15-15-35-2N,4,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.1600.jpg,TRUE,FALSE,TRUE,FALSE
144,G.Skill Ripjaws 4 DDR4-2133 64GB,64,DDR4,499.99,G.Skill,2133,15-15-15-35-2N,8,https://cdna.pcpartpicker.com/static/forever/images/product/2bf9c19005b3014bc81be0ca4a35323e.256p.jpg,TRUE,FALSE,FALSE,FALSE
145,G.Skill Ripjaws 4 DDR4-2666 16GB,16,DDR4,42.99,G.Skill,2666,15-15-15-35-2N,4,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.256p.jpg,TRUE,TRUE,TRUE,FALSE
146,G.Skill Ripjaws 4 DDR4-2666 32GB,32,DDR4,62.99,G.Skill,2666,15-15-15-35-2N,4,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.1600.jpg,TRUE,TRUE,TRUE,FALSE
147,G.Skill Ripjaws 4 DDR4-2800 16GB,16,DDR4,42.99,G.Skill,2800,16-16-16-36-2N,4,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.256p.jpg,TRUE,FALSE,TRUE,FALSE
148,G.Skill Ripjaws 4 DDR4-3300 16GB,16,DDR4,42.99,G.Skill,3300,16-18-18-38-2N,4,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.256p.jpg,TRUE,FALSE,TRUE,FALSE
149,G.Skill Ripjaws V,64,DDR4,129.99,G.Skill,3600,14-15-15-35,4,https://cdna.pcpartpicker.com/static/forever/images/product/b412e59a1c95b3f9472949e6ac0d5e5e.256p.jpg,TRUE,TRUE,FALSE,FALSE
150,G.Skill Ripjaws V,32,DDR4,64.98,G.Skill,3600,14-15-15-35,2,https://cdna.pcpartpicker.com/static/forever/images/product/f97fce0b44ff2447a790b0bffc74f9f3.1600.jpg,TRUE,TRUE,FALSE,FALSE
151,G.Skill RipJaws V,32,DDR4,64.98,G.Skill,3600,18-22-22-42,2,https://cdna.pcpartpicker.com/static/forever/images/product/f97fce0b44ff2447a790b0bffc74f9f3.1600.jpg,TRUE,TRUE,FALSE,FALSE
152,G.Skill Ripjaws V DDR4-2133 32GB,32,DDR4,62.99,G.Skill,2133,15-15-15-35-2N,4,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.1600.jpg,TRUE,FALSE,TRUE,FALSE
153,G.Skill Ripjaws V DDR4-2400 8GB,8,DDR4,21.99,G.Skill,2400,15-15-15-35-2N,2,https://m.media-amazon.com/images/I/315oQw5udhL.jpg,TRUE,FALSE,TRUE,FALSE
154,G.Skill Ripjaws V DDR4-2666 16GB,16,DDR4,42.99,G.Skill,2666,15-15-15-35-2N,2,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.256p.jpg,FALSE,FALSE,TRUE,FALSE
155,G.Skill Ripjaws V DDR4-2666 8GB,8,DDR4,21.99,G.Skill,2666,15-15-15-35-2N,2,https://m.media-amazon.com/images/I/315oQw5udhL.jpg,TRUE,FALSE,TRUE,FALSE
156,G.Skill Ripjaws V DDR4-2800 16GB,16,DDR4,42.99,G.Skill,2800,15-16-16-35-2N,2,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.256p.jpg,TRUE,FALSE,TRUE,FALSE
157,G.Skill Ripjaws V DDR4-2800 16GB,16,DDR4,42.99,G.Skill,2800,16-16-16-36-2N,2,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.256p.jpg,TRUE,FALSE,TRUE,FALSE
158,G.Skill Ripjaws V DDR4-2800 32GB,32,DDR4,62.99,G.Skill,2800,15-16-16-35-2N,4,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.1600.jpg,TRUE,TRUE,TRUE,FALSE
159,G.Skill Ripjaws V DDR4-3000 128GB,128,DDR4,1000.98,G.Skill,3000,14-14-14-34-2N,8,https://cdna.pcpartpicker.com/static/forever/images/product/10975464bd8860e1def0ecd832a2aeb2.1600.jpg,FALSE,TRUE,FALSE,FALSE
160,G.Skill Ripjaws V DDR4-3000 16GB,16,DDR4,42.99,G.Skill,3000,15-15-15-35-2N,2,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.256p.jpg,TRUE,FALSE,TRUE,FALSE
161,G.Skill Ripjaws V DDR4-3000 16GB,16,DDR4,42.99,G.Skill,3000,14-14-14-34-2N,2,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.256p.jpg,TRUE,FALSE,TRUE,FALSE
162,G.Skill Ripjaws V DDR4-3000 16GB,16,DDR4,42.99,G.Skill,3000,15-16-16-35-2N,2,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.256p.jpg,TRUE,FALSE,TRUE,FALSE
163,G.Skill Ripjaws V DDR4-3200 16GB,16,DDR4,42.99,G.Skill,3200,16-16-16-36-2N,2,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.256p.jpg,TRUE,FALSE,TRUE,FALSE
164,G.Skill Ripjaws V DDR4-3200 16GB,16,DDR4,42.99,G.Skill,3200,16-16-16-36-2N,2,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.256p.jpg,TRUE,FALSE,TRUE,FALSE
165,G.Skill Ripjaws V DDR4-3200 16GB,16,DDR4,42.99,G.Skill,3200,16-16-16-36-2N,2,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.256p.jpg,TRUE,FALSE,TRUE,FALSE
166,G.Skill Ripjaws V DDR4-3200 16GB,16,DDR4,42.99,G.Skill,3200,15-15-15-35-2N,2,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.256p.jpg,TRUE,FALSE,TRUE,FALSE
167,G.Skill Ripjaws V DDR4-3200 32GB,32,DDR4,62.99,G.Skill,3200,14-14-14-34-2N,4,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.1600.jpg,TRUE,TRUE,FALSE,FALSE
168,G.Skill Ripjaws V DDR4-3200 32GB,32,DDR4,62.99,G.Skill,3200,15-15-15-35-2N,4,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.1600.jpg,TRUE,TRUE,TRUE,TRUE
169,G.Skill Ripjaws V DDR4-3200 64GB,64,DDR4,499.99,G.Skill,3200,14-14-14-34-2N,4,https://cdna.pcpartpicker.com/static/forever/images/product/2bf9c19005b3014bc81be0ca4a35323e.256p.jpg,TRUE,TRUE,FALSE,FALSE
170,G.Skill Ripjaws V DDR4-3200 64GB,64,DDR4,499.99,G.Skill,3200,15-15-15-35-2N,8,https://cdna.pcpartpicker.com/static/forever/images/product/2bf9c19005b3014bc81be0ca4a35323e.256p.jpg,TRUE,TRUE,FALSE,FALSE
171,G.Skill Ripjaws V DDR4-3400 32GB,32,DDR4,62.99,G.Skill,3400,16-18-18-38-2N,4,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.1600.jpg,TRUE,TRUE,FALSE,FALSE
172,G.Skill Ripjaws V DDR4-3400 64GB,64,DDR4,499.99,G.Skill,3400,16-16-16-36-2N,4,https://cdna.pcpartpicker.com/static/forever/images/product/2bf9c19005b3014bc81be0ca4a35323e.256p.jpg,TRUE,TRUE,FALSE,FALSE
173,G.Skill Ripjaws V DDR4-3466 16GB,16,DDR4,42.99,G.Skill,3466,16-18-18-38-2N,2,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.256p.jpg,TRUE,FALSE,TRUE,FALSE
174,G.Skill Ripjaws V DDR4-3466 32GB,32,DDR4,62.99,G.Skill,3466,16-18-18-38-2N,4,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.1600.jpg,TRUE,TRUE,FALSE,FALSE
175,G.Skill Ripjaws V DDR4-3466 32GB,32,DDR4,62.99,G.Skill,3466,16-18-18-38-2N,4,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.1600.jpg,TRUE,TRUE,FALSE,FALSE
176,G.Skill Ripjaws V DDR4-4000 8GB,8,DDR4,21.99,G.Skill,4000,19-21-21-41-2N,2,https://m.media-amazon.com/images/I/315oQw5udhL.jpg,TRUE,TRUE,FALSE,FALSE
177,G.Skill RipJaws V Series black,16,DDR4,42.99,G.Skill,3000,15-16-16-35,2,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.256p.jpg,TRUE,FALSE,TRUE,FALSE
178,G.Skill Sniper X Series,32,DDR4,272.21,G.Skill,3200,16-18-18-38,4,https://cdna.pcpartpicker.com/static/forever/images/product/fc68ea242d4c2ff9c579fa266583febb.1600.jpg,TRUE,TRUE,FALSE,FALSE
179,G.Skill Sniper X Series,32,DDR4,272.21,G.Skill,3200,16-18-18-38,2,https://cdna.pcpartpicker.com/static/forever/images/product/fc68ea242d4c2ff9c579fa266583febb.1600.jpg,TRUE,TRUE,FALSE,FALSE
180,G.Skill Sniper X Series,32,DDR4,272.21,G.Skill,3200,16-18-18-38,2,https://cdna.pcpartpicker.com/static/forever/images/product/fc68ea242d4c2ff9c579fa266583febb.1600.jpg,TRUE,TRUE,FALSE,FALSE
181,G.Skill Sniper X Series,16,DDR4,220.00,G.Skill,3200,16-18-18-38,2,https://m.media-amazon.com/images/I/41ORtJsa-rL.jpg,TRUE,FALSE,TRUE,FALSE
182,G.Skill Trident Z DDR4-3000 16GB,16,DDR4,42.99,G.Skill,3000,15-16-16-35-2N,2,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.256p.jpg,TRUE,FALSE,TRUE,FALSE
183,G.Skill Trident Z DDR4-3000 32GB,32,DDR4,62.99,G.Skill,3000,14-14-14-34-2N,4,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.1600.jpg,TRUE,TRUE,FALSE,FALSE
184,G.Skill Trident Z DDR4-3000 8GB,8,DDR4,21.99,G.Skill,3000,15-15-15-35-2N,2,https://m.media-amazon.com/images/I/315oQw5udhL.jpg,TRUE,FALSE,TRUE,FALSE
185,G.Skill Trident Z DDR4-3200 128GB,128,DDR4,1000.98,G.Skill,3200,14-14-14-34-2N,8,https://cdna.pcpartpicker.com/static/forever/images/product/10975464bd8860e1def0ecd832a2aeb2.1600.jpg,FALSE,TRUE,FALSE,FALSE
186,G.Skill Trident Z DDR4-3200 128GB,128,DDR4,1000.98,G.Skill,3200,16-18-18-38-2N,8,https://cdna.pcpartpicker.com/static/forever/images/product/10975464bd8860e1def0ecd832a2aeb2.1600.jpg,FALSE,TRUE,FALSE,FALSE
187,G.Skill Trident Z DDR4-3200 128GB,128,DDR4,1000.98,G.Skill,3200,16-18-18-38-2N,8,https://cdna.pcpartpicker.com/static/forever/images/product/10975464bd8860e1def0ecd832a2aeb2.1600.jpg,FALSE,TRUE,FALSE,FALSE
188,G.Skill Trident Z DDR4-3200 16GB,16,DDR4,42.99,G.Skill,3200,14-14-14-34-2N,2,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.256p.jpg,TRUE,FALSE,TRUE,FALSE
189,G.Skill Trident Z DDR4-3200 16GB,16,DDR4,42.99,G.Skill,3200,15-15-15-35-2N,2,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.256p.jpg,TRUE,FALSE,TRUE,FALSE
190,G.Skill Trident Z DDR4-3200 16GB,16,DDR4,42.99,G.Skill,3200,16-18-18-38-2N,2,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.256p.jpg,TRUE,FALSE,TRUE,FALSE
191,G.Skill Trident Z DDR4-3200 16GB,16,DDR4,42.99,G.Skill,3200,16-18-18-38-2N,2,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.256p.jpg,TRUE,FALSE,TRUE,FALSE
192,G.Skill Trident Z DDR4-3200 32GB,32,DDR4,62.99,G.Skill,3200,14-14-14-34-2N,4,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.1600.jpg,TRUE,TRUE,FALSE,FALSE
193,G.Skill Trident Z DDR4-3200 32GB,32,DDR4,62.99,G.Skill,3200,15-15-15-35-2N,2,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.1600.jpg,TRUE,TRUE,FALSE,FALSE
194,G.Skill Trident Z DDR4-3200 32GB,32,DDR4,62.99,G.Skill,3200,15-15-15-35-2N,4,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.1600.jpg,TRUE,TRUE,FALSE,FALSE
195,G.Skill Trident Z DDR4-3200 32GB,32,DDR4,62.99,G.Skill,3200,16-18-18-38-2N,2,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.1600.jpg,TRUE,TRUE,FALSE,FALSE
196,G.Skill Trident Z DDR4-3200 32GB,32,DDR4,62.99,G.Skill,3200,16-18-18-38-2N,2,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.1600.jpg,TRUE,TRUE,FALSE,FALSE
197,G.Skill Trident Z DDR4-3200 32GB,32,DDR4,62.99,G.Skill,3200,16-18-18-38-2N,4,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.1600.jpg,TRUE,TRUE,FALSE,FALSE
198,G.Skill Trident Z DDR4-3200 32GB,32,DDR4,62.99,G.Skill,3200,16-18-18-38-2N,2,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.1600.jpg,TRUE,TRUE,FALSE,FALSE
199,G.Skill Trident Z DDR4-3200 64GB,64,DDR4,499.99,G.Skill,3200,16-18-18-38-2N,8,https://cdna.pcpartpicker.com/static/forever/images/product/2bf9c19005b3014bc81be0ca4a35323e.256p.jpg,TRUE,TRUE,FALSE,FALSE
200,G.Skill Trident Z DDR4-3200 64GB,64,DDR4,499.99,G.Skill,3200,16-18-18-38-2N,8,https://cdna.pcpartpicker.com/static/forever/images/product/2bf9c19005b3014bc81be0ca4a35323e.256p.jpg,TRUE,TRUE,FALSE,FALSE
201,G.Skill Trident Z DDR4-3200 64GB,64,DDR4,499.99,G.Skill,3200,15-15-15-35-2N,8,https://cdna.pcpartpicker.com/static/forever/images/product/2bf9c19005b3014bc81be0ca4a35323e.256p.jpg,TRUE,TRUE,FALSE,FALSE
202,G.Skill Trident Z DDR4-3200 64GB,64,DDR4,499.99,G.Skill,3200,16-18-18-38-2N,8,https://cdna.pcpartpicker.com/static/forever/images/product/2bf9c19005b3014bc81be0ca4a35323e.256p.jpg,TRUE,TRUE,FALSE,FALSE
203,G.Skill Trident Z DDR4-3200 8GB,8,DDR4,21.99,G.Skill,3200,16-18-18-38-2N,2,https://m.media-amazon.com/images/I/315oQw5udhL.jpg,TRUE,TRUE,TRUE,FALSE
204,G.Skill Trident Z DDR4-3300 64GB,64,DDR4,499.99,G.Skill,3300,16-16-16-36-2N,8,https://cdna.pcpartpicker.com/static/forever/images/product/2bf9c19005b3014bc81be0ca4a35323e.256p.jpg,TRUE,TRUE,FALSE,FALSE
205,G.Skill Trident Z DDR4-3333 16GB,16,DDR4,42.99,G.Skill,3333,16-18-18-38-2N,2,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.256p.jpg,TRUE,FALSE,TRUE,FALSE
206,G.Skill Trident Z DDR4-3333 16GB,16,DDR4,42.99,G.Skill,3333,16-18-18-38-2N,2,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.256p.jpg,TRUE,FALSE,TRUE,FALSE
207,G.Skill Trident Z DDR4-3333 32GB,32,DDR4,62.99,G.Skill,3333,16-16-16-36-2N,4,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.1600.jpg,TRUE,TRUE,FALSE,FALSE
208,G.Skill Trident Z DDR4-3333 32GB,32,DDR4,62.99,G.Skill,3333,16-18-18-38-2N,4,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.1600.jpg,TRUE,TRUE,FALSE,FALSE
209,G.Skill Trident Z DDR4-3466 16GB,16,DDR4,42.99,G.Skill,3466,16-18-18-38-2N,4,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.256p.jpg,TRUE,FALSE,TRUE,FALSE
210,G.Skill Trident Z DDR4-3466 32GB,32,DDR4,62.99,G.Skill,3466,16-18-18-38-2N,2,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.1600.jpg,TRUE,TRUE,FALSE,FALSE
211,G.Skill Trident Z DDR4-3466 32GB,32,DDR4,62.99,G.Skill,3466,16-18-18-38-2N,4,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.1600.jpg,TRUE,TRUE,FALSE,FALSE
212,G.Skill Trident Z DDR4-3466 32GB,32,DDR4,62.99,G.Skill,3466,16-18-18-38-2N,2,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.1600.jpg,TRUE,TRUE,FALSE,FALSE
213,G.Skill Trident Z DDR4-3466 64GB,64,DDR4,499.99,G.Skill,3466,16-18-18-38-2N,8,https://cdna.pcpartpicker.com/static/forever/images/product/2bf9c19005b3014bc81be0ca4a35323e.256p.jpg,TRUE,TRUE,FALSE,FALSE
214,G.Skill Trident Z DDR4-3466 64GB,64,DDR4,499.99,G.Skill,3466,16-18-18-38-2N,4,https://cdna.pcpartpicker.com/static/forever/images/product/2bf9c19005b3014bc81be0ca4a35323e.256p.jpg,TRUE,TRUE,FALSE,FALSE
215,G.Skill Trident Z DDR4-3466 64GB,64,DDR4,499.99,G.Skill,3466,16-18-18-38-2N,4,https://cdna.pcpartpicker.com/static/forever/images/product/2bf9c19005b3014bc81be0ca4a35323e.256p.jpg,TRUE,TRUE,FALSE,FALSE
216,G.Skill Trident Z DDR4-3600 16GB,16,DDR4,42.99,G.Skill,3600,17-18-18-38-2N,4,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.256p.jpg,TRUE,FALSE,TRUE,FALSE
217,G.Skill Trident Z DDR4-3600 16GB,16,DDR4,42.99,G.Skill,3600,17-18-18-38-2N,2,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.256p.jpg,TRUE,FALSE,TRUE,FALSE
218,G.Skill Trident Z DDR4-3600 32GB,32,DDR4,62.99,G.Skill,3600,17-18-18-38-2N,4,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.1600.jpg,TRUE,TRUE,FALSE,FALSE
219,G.Skill Trident Z DDR4-3600 64GB,64,DDR4,499.99,G.Skill,3600,17-19-19-39,4,https://cdna.pcpartpicker.com/static/forever/images/product/2bf9c19005b3014bc81be0ca4a35323e.256p.jpg,TRUE,TRUE,FALSE,FALSE
220,G.Skill Trident Z DDR4-3733 16GB,16,DDR4,42.99,G.Skill,3733,17-17-17-37-2N,2,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.256p.jpg,TRUE,FALSE,TRUE,FALSE
221,G.Skill Trident Z DDR4-3733 8GB,8,DDR4,21.99,G.Skill,3733,17-19-19-39-2N,2,https://m.media-amazon.com/images/I/315oQw5udhL.jpg,TRUE,TRUE,TRUE,FALSE
222,G.Skill Trident Z DDR4-3866 32GB,32,DDR4,62.99,G.Skill,3866,18-19-19-39-2N,4,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.1600.jpg,TRUE,TRUE,FALSE,FALSE
223,G.Skill Trident Z DDR4-4000 16GB,16,DDR4,42.99,G.Skill,4000,19-21-21-41-2N,2,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.256p.jpg,TRUE,TRUE,FALSE,FALSE
224,G.Skill Trident Z DDR4-4000 32GB,32,DDR4,62.99,G.Skill,4000,18-19-19-39-2N,4,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.1600.jpg,TRUE,TRUE,FALSE,FALSE
225,G.Skill Trident Z DDR4-4000 32GB,32,DDR4,62.99,G.Skill,4000,18-19-19-39-2N,4,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.1600.jpg,TRUE,TRUE,FALSE,FALSE
226,G.Skill Trident Z DDR4-4266 16GB,16,DDR4,42.99,G.Skill,4266,19-19-19-39,2,https://cdna.pcpartpicker.com/static/forever/images/product/9e003e10740c0e04136649de59fa2ab5.256p.jpg,TRUE,FALSE,TRUE,FALSE
227,G.Skill Trident Z Neo,64,DDR4,204.99,G.Skill,3600,14-15-15-35,4,https://cdna.pcpartpicker.com/static/forever/images/product/1370f670e619950a35c6f024b55cd2c9.256p.jpg,TRUE,TRUE,FALSE,FALSE
228,G.Skill Trident Z Neo,32,DDR4,99.99,G.Skill,3600,14-15-15-35,2,https://cdna.pcpartpicker.com/static/forever/images/product/20348ef9eb7ca86600eefb50c6a56597.1600.jpg,TRUE,TRUE,FALSE,FALSE
