#,name,size,memory_type,price,producer,clock,timings,sticks,image_url,gaming,graphic design,programming,office
229,G.Skill Trident Z Neo Series,64,DDR4,134.32,G.Skill,3200,14-14-14-34,4,https://cdna.pcpartpicker.com/static/forever/images/product/d55577b0a369b5d28d17cbce26de79f6.256p.jpg,TRUE,TRUE,FALSE,FALSE
230,G.Skill Trident Z Neo Series,16,DDR4,220.00,G.Skill,3600,14-15-15-35,2,https://m.media-amazon.com/images/I/41ORtJsa-rL.jpg,TRUE,FALSE,TRUE,FALSE
231,G.Skill Trident Z Neo Series,32,DDR4,152.69,G.Skill,3000,16-18-18-38,4,https://cdna.pcpartpicker.com/static/forever/images/product/3b191ea6d2424329059465069984d5f2.1600.jpg,TRUE,TRUE,FALSE,FALSE
232,G.Skill Trident Z Neo Series,32,DDR4,152.69,G.Skill,2666,18-18-18-43,2,https://cdna.pcpartpicker.com/static/forever/images/product/3b191ea6d2424329059465069984d5f2.1600.jpg,TRUE,TRUE,TRUE,FALSE
233,G.Skill Trident Z Neo Series,32,DDR4,152.69,G.Skill,3600,16-16-16-36,2,https://cdna.pcpartpicker.com/static/forever/images/product/3b191ea6d2424329059465069984d5f2.1600.jpg,TRUE,TRUE,FALSE,FALSE
234,G.Skill Trident Z Neo Series,16,DDR4,220.00,G.Skill,3200,14-14-14-34,2,https://m.media-amazon.com/images/I/41ORtJsa-rL.jpg,TRUE,FALSE,TRUE,FALSE
235,G.Skill Trident Z Neo Series,32,DDR4,152.69,G.Skill,3600,18-22-22-42,2,https://cdna.pcpartpicker.com/static/forever/images/product/3b191ea6d2424329059465069984d5f2.1600.jpg,TRUE,TRUE,FALSE,FALSE
236,G.Skill Trident Z Neo Series,16,DDR4,220.00,G.Skill,3200,16-18-18-38,2,https://m.media-amazon.com/images/I/41ORtJsa-rL.jpg,TRUE,FALSE,TRUE,FALSE
237,G.Skill Trident Z RGB,64,DDR4,139.99,G.Skill,3600,14-15-15-35,4,https://cdna.pcpartpicker.com/static/forever/images/product/2bd51ac22f62f50071472086b46ea6f6.256p.jpg,TRUE,TRUE,FALSE,FALSE
238,G.Skill Trident Z RGB,128,DDR4,289.99,G.Skill,3600,18-22-22-42,4,https://cdna.pcpartpicker.com/static/forever/images/product/edf92ca9ebf54e7200ca588c8395c9c4.1600.jpg,FALSE,TRUE,FALSE,FALSE
239,G.Skill Trident Z RGB,32,DDR4,81.99,G.Skill,3600,14-15-15-35,2,https://cdna.pcpartpicker.com/static/forever/images/product/edf92ca9ebf54e7200ca588c8395c9c4.1600.jpg,TRUE,TRUE,FALSE,FALSE
240,G.Skill Trident Z RGB DDR4-3000 16GB,16,DDR4,49.99,G.Skill,3000,14-14-14-34-2N,2,https://cdna.pcpartpicker.com/static/forever/images/product/f32933ead8c97b0d50b26c83dc02ae6c.256p.jpg,TRUE,FALSE,TRUE,FALSE
241,G.Skill Trident Z RGB DDR4-3000 32GB,32,DDR4,95.99,G.Skill,3000,15-16-16-35-2N,4,https://cdna.pcpartpicker.com/static/forever/images/product/5bfb04d855b1e501d71ef7516d5c39f7.1600.jpg,TRUE,TRUE,FALSE,FALSE
242,G.Skill Trident Z RGB DDR4-3200 16GB,16,DDR4,49.99,G.Skill,3200,14-14-14-34,2,https://cdna.pcpartpicker.com/static/forever/images/product/00963d6b0a92c53e1e3c5c6de47d238f.256p.jpg,TRUE,TRUE,TRUE,FALSE
243,G.Skill Trident Z RGB DDR4-3200 32GB,32,DDR4,95.99,G.Skill,3200,14-14-14-34,2,https://cdna.pcpartpicker.com/static/forever/images/product/5bfb04d855b1e501d71ef7516d5c39f7.1600.jpg,TRUE,TRUE,FALSE,FALSE
244,G.Skill Trident Z RGB DDR4-3200 64GB,64,DDR4,194.99,G.Skill,3200,15-15-15-35,4,https://cdna.pcpartpicker.com/static/forever/images/product/10975464bd8860e1def0ecd832a2aeb2.256p.jpg,TRUE,TRUE,FALSE,FALSE
245,G.Skill Trident Z RGB DDR4-3466 32GB,32,DDR4,95.99,G.Skill,3466,16-18-18-38-2N,4,https://cdna.pcpartpicker.com/static/forever/images/product/5bfb04d855b1e501d71ef7516d5c39f7.1600.jpg,TRUE,TRUE,FALSE,FALSE
246,G.Skill Trident Z RGB DDR4-4000 16GB,16,DDR4,49.99,G.Skill,4000,18-19-19-39-2N,2,https://cdna.pcpartpicker.com/static/forever/images/product/f32933ead8c97b0d50b26c83dc02ae6c.256p.jpg,TRUE,FALSE,TRUE,FALSE
247,G.Skill Trident Z RGB DDR4-4266 16GB,16,DDR4,49.99,G.Skill,4266,19-19-19-39,2,https://cdna.pcpartpicker.com/static/forever/images/product/f32933ead8c97b0d50b26c83dc02ae6c.256p.jpg,TRUE,FALSE,TRUE,FALSE
248,G.Skill Trident Z RGB Series,64,DDR4,134.32,G.Skill,3600,17-19-19-39,4,https://cdna.pcpartpicker.com/static/forever/images/product/2bf9c19005b3014bc81be0ca4a35323e.256p.jpg,TRUE,TRUE,FALSE,FALSE
249,G.Skill Trident Z RGB Series,32,DDR4,84.99,G.Skill,3600,17-19-19-39,4,https://cdna.pcpartpicker.com/static/forever/images/product/696244f2a4f2b000a8aa45153077f649.1600.jpg,TRUE,TRUE,FALSE,FALSE
250,G.Skill Trident Z RGB Series,32,DDR4,84.99,G.Skill,3000,14-14-14-34,2,https://cdna.pcpartpicker.com/static/forever/images/product/696244f2a4f2b000a8aa45153077f649.1600.jpg,TRUE,TRUE,FALSE,FALSE
251,G.Skill Trident Z RGB Series für AMD Ryzen,32,DDR4,122.99,G.Skill,3200,14-14-14-34,4,https://cdna.pcpartpicker.com/static/forever/images/product/ebca1cc55cb7829ce3ed0b8a13efce7e.1600.jpg,TRUE,TRUE,FALSE,FALSE
252,G.Skill Trident Z RGB Series für AMD Ryzen,16,DDR4,49.99,G.Skill,2933,14-14-14-34,2,https://cdna.pcpartpicker.com/static/forever/images/product/51e300a552ede01b3e636254e0a93089.256p.jpg,TRUE,FALSE,TRUE,FALSE
253,G.Skill Trident Z RGB Series für AMD Ryzen,16,DDR4,49.99,G.Skill,2400,15-15-15-35,2,https://cdna.pcpartpicker.com/static/forever/images/product/51e300a552ede01b3e636254e0a93089.256p.jpg,FALSE,FALSE,TRUE,FALSE
254,G.Skill Trident Z Royal,32,DDR4,108.99,G.Skill,3600,14-15-15-35,2,https://cdna.pcpartpicker.com/static/forever/images/product/5f0811018cd80527d23610ce976a39ce.1600.jpg,TRUE,TRUE,FALSE,FALSE
255,G.Skill Trident Z Royal Series gold,16,DDR4,49.99,G.Skill,3600,17-18-18-38,2,https://cdna.pcpartpicker.com/static/forever/images/product/f32933ead8c97b0d50b26c83dc02ae6c.256p.jpg,TRUE,FALSE,TRUE,FALSE
256,G.Skill Trident Z Royal Series gold,16,DDR4,49.99,G.Skill,3600,18-22-22-42,2,https://cdna.pcpartpicker.com/static/forever/images/product/f32933ead8c97b0d50b26c83dc02ae6c.256p.jpg,TRUE,FALSE,TRUE,FALSE
257,G.Skill Trident Z Royal Series silver,16,DDR4,49.99,G.Skill,4266,19-19-19-39,2,https://cdna.pcpartpicker.com/static/forever/images/product/f32933ead8c97b0d50b26c83dc02ae6c.256p.jpg,TRUE,FALSE,TRUE,FALSE
258,G.Skill Trident Z Series silver/red,16,DDR4,49.99,G.Skill,3600,16-16-18-36,2,https://cdna.pcpartpicker.com/static/forever/images/product/f32933ead8c97b0d50b26c83dc02ae6c.256p.jpg,TRUE,FALSE,TRUE,FALSE
259,G.Skill Trident Z Series silver/red,16,DDR4,49.99,G.Skill,3200,15-15-15-35,2,https://cdna.pcpartpicker.com/static/forever/images/product/f32933ead8c97b0d50b26c83dc02ae6c.256p.jpg,TRUE,FALSE,TRUE,FALSE
260,G.Skill Trident Z5 RGB,32,DDR5,112.99,G.Skill,7800,36-46-125,2,https://cdna.pcpartpicker.com/static/forever/images/product/e8d573bd2eac864d427645f0d2f7cad8.1600.jpg,FALSE,TRUE,FALSE,FALSE
261,G.Skill Trident Z5 RGB,32,DDR5,112.99,G.Skill,7800,36-46-125,2,https://cdna.pcpartpicker.com/static/forever/images/product/e8d573bd2eac864d427645f0d2f7cad8.1600.jpg,FALSE,TRUE,FALSE,FALSE
262,G.Skill Trident Z5 RGB,64,DDR5,214.99,G.Skill,6000,30-40-96,2,https://cdna.pcpartpicker.com/static/forever/images/product/e8d573bd2eac864d427645f0d2f7cad8.1600.jpg,FALSE,TRUE,FALSE,FALSE
263,G.Skill Trident Z5 RGB,64,DDR5,214.99,G.Skill,6000,30-40-96,2,https://cdna.pcpartpicker.com/static/forever/images/product/e8d573bd2eac864d427645f0d2f7cad8.1600.jpg,FALSE,TRUE,FALSE,FALSE
264,G.Skill Trident Z5 RGB,64,DDR5,214.99,G.Skill,6000,32-38-38-96,2,https://cdna.pcpartpicker.com/static/forever/images/product/e8d573bd2eac864d427645f0d2f7cad8.1600.jpg,FALSE,TRUE,FALSE,FALSE
265,G.Skill Trident Z5 RGB,64,DDR5,214.99,G.Skill,6000,32-38-38-96,2,https://cdna.pcpartpicker.com/static/forever/images/product/e8d573bd2eac864d427645f0d2f7cad8.1600.jpg,FALSE,TRUE,FALSE,FALSE
266,G.Skill Value Series,16,DDR4,220.00,G.Skill,2400,15-15-15-35,2,https://cdna.pcpartpicker.com/static/forever/images/product/3f022d1fab33c9449528fcde94d7df8e.256p.jpg,TRUE,FALSE,TRUE,TRUE
267,G.Skill Value Series,8,DDR4,134.32,G.Skill,2666,19-19-19-43,1,https://m.media-amazon.com/images/I/41Y1FqRjViL.jpg,TRUE,FALSE,TRUE,FALSE
268,G.Skill Value Series,4,DDR4,134.32,G.Skill,2400,15-15-15-35,1,https://cdna.pcpartpicker.com/static/forever/images/product/a4cecff25f58230f3fbae1903d711e49.256p.jpg,FALSE,FALSE,FALSE,TRUE
269,Gigabyte Aorus RGB Memory,16,DDR4,43.99,Gigabyte,3200,16-18-18-38,2,https://cdna.pcpartpicker.com/static/forever/images/product/854f4fb3eae606a42541249b498ddde7.256p.jpg,TRUE,FALSE,TRUE,FALSE
270,Gigabyte Aorus RGB Memory,16,DDR4,43.99,Gigabyte,3200,16-18-18-38,2,https://cdna.pcpartpicker.com/static/forever/images/product/854f4fb3eae606a42541249b498ddde7.256p.jpg,TRUE,FALSE,TRUE,FALSE
271,Gigabyte Aorus RGB Memory,16,DDR4,43.99,Gigabyte,3733,"18-22-22-42, 20-26-26-46",2,https://cdna.pcpartpicker.com/static/forever/images/product/854f4fb3eae606a42541249b498ddde7.256p.jpg,TRUE,TRUE,TRUE,FALSE
272,HyperX Fury black DDR3-1333 CL9,16,DDR3,134.32,HyperX,1333,,2,https://cdna.pcpartpicker.com/static/forever/images/product/85fd6da3232f01936f1032b9e22d047e.256p.jpg,FALSE,FALSE,TRUE,TRUE
273,HyperX Fury black DDR3-1600 CL10,4,DDR3,134.32,HyperX,1600,,1,https://cdna.pcpartpicker.com/static/forever/images/product/9dbdaa325c3c8126bddcfdc65c80dc0d.256p.jpg,FALSE,FALSE,FALSE,TRUE
274,HyperX Fury black DDR3-1866 CL10,16,DDR3,134.32,HyperX,1866,,2,https://cdna.pcpartpicker.com/static/forever/images/product/85fd6da3232f01936f1032b9e22d047e.256p.jpg,FALSE,FALSE,TRUE,TRUE
275,HyperX Fury black DDR3-1866 CL10,8,DDR3,134.32,HyperX,1866,,2,"https://m.media-amazon.com/images/I/71Yqg7w-guS._AC_UF894,1000_QL80_.jpg",TRUE,FALSE,TRUE,FALSE
276,HyperX Fury blue DDR3-1333 CL9,4,DDR3,134.32,Hynix,1333,,1,https://cdna.pcpartpicker.com/static/forever/images/product/9dbdaa325c3c8126bddcfdc65c80dc0d.256p.jpg,FALSE,FALSE,FALSE,TRUE
277,HyperX Fury blue DDR3-1600 CL10,8,DDR3,134.32,HyperX,1600,,2,https://m.media-amazon.com/images/I/71l8Xm5Q6MS.jpg,FALSE,FALSE,TRUE,TRUE
278,HyperX Fury red DDR3-1600 CL10,16,DDR3,134.32,HyperX,1600,,2,https://cdna.pcpartpicker.com/static/forever/images/product/85fd6da3232f01936f1032b9e22d047e.256p.jpg,FALSE,FALSE,TRUE,TRUE
279,HyperX Fury white DDR3-1333 CL9,16,DDR3,134.32,HyperX,1333,,2,https://cdna.pcpartpicker.com/static/forever/images/product/85fd6da3232f01936f1032b9e22d047e.256p.jpg,FALSE,FALSE,TRUE,TRUE
280,HyperX Fury white DDR3-1600 CL10,8,DDR3,134.32,HyperX,1600,,2,https://www.electrobyt.com/images/Gaming-DDR3/kingston-hyperx-fury-white-ddr3-pair.jpg,FALSE,FALSE,TRUE,TRUE
281,HyperX Predator DDR4-3000 CL15,16,DDR4,134.32,HyperX,3000,,4,https://cdna.pcpartpicker.com/static/forever/images/product/854f4fb3eae606a42541249b498ddde7.256p.jpg,TRUE,FALSE,TRUE,FALSE
282,HyperX Predator DDR4-3000 CL15,16,DDR4,134.32,HyperX,3000,,2,https://cdna.pcpartpicker.com/static/forever/images/product/854f4fb3eae606a42541249b498ddde7.256p.jpg,TRUE,FALSE,TRUE,FALSE
283,HyperX Predator DDR4-3200 CL16,32,DDR4,134.32,HyperX,3200,,4,https://pcpartpicker.com/product/7Zc48d/adata-32gb-2-x-16gb-ddr4-3000-memory-ax4u3000316g16-drg,TRUE,TRUE,FALSE,FALSE
284,HyperX Predator DDR4-3200 CL16,16,DDR4,134.32,HyperX,3200,,2,https://cdna.pcpartpicker.com/static/forever/images/product/854f4fb3eae606a42541249b498ddde7.256p.jpg,TRUE,FALSE,TRUE,FALSE
285,HyperX Savage red DDR3-2133 CL11,8,DDR3,134.32,HyperX,2133,,1,https://bilendenal.com/materials/images/products/products/1/1151/2309/kingston-hyperx-savage-8gb-ddr3-2133mhz-cl11-performans-rami-hx321c11sr8-s10-p5-1200x800-i2309.jpg,FALSE,FALSE,TRUE,TRUE
286,Kingston DDR4-2133 reg ECC  - Dell branded,32,DDR4,62.99,Kingston,2133,,1,https://cdna.pcpartpicker.com/static/forever/images/product/15f577658fa02ead3aa1acb1886567a3.1600.jpg,TRUE,FALSE,TRUE,FALSE
287,Kingston DDR4-2133 reg ECC  - Dell branded,8,DDR4,28.69,Kingston,2133,,1,https://cdna.pcpartpicker.com/static/forever/images/product/cbff70f75b5d67c6c28fce5086628059.1600.jpg,TRUE,FALSE,TRUE,TRUE
288,Kingston DDR4-2400 CL17 reg ECC   - HP branded,32,DDR4,62.99,Kingston,2400,,1,https://cdna.pcpartpicker.com/static/forever/images/product/15f577658fa02ead3aa1acb1886567a3.1600.jpg,TRUE,FALSE,TRUE,FALSE
289,Kingston DDR4-2400 reg ECC  - Dell branded,32,DDR4,62.99,Kingston,2400,,1,https://cdna.pcpartpicker.com/static/forever/images/product/15f577658fa02ead3aa1acb1886567a3.1600.jpg,TRUE,FALSE,TRUE,FALSE
290,Kingston HyperX Predator,64,DDR4,134.32,Kingston,3000,15-17-17,4,https://m.media-amazon.com/images/I/41JGho18UFL.jpg,TRUE,TRUE,FALSE,FALSE
291,Kingston Value  DDR3-1333  CL9,4,DDR3,37.99,Kingston,1333,,1,https://cdna.pcpartpicker.com/static/forever/images/product/9dbdaa325c3c8126bddcfdc65c80dc0d.256p.jpg,FALSE,FALSE,FALSE,TRUE
292,Kingston Value  DDR3-1333 CL9  Memory,2,DDR3,17.09,Kingston,1333,,1,https://cdna.pcpartpicker.com/static/forever/images/product/ceb98d22e569129d71a4a037c46d7fd4.1600.jpg,FALSE,FALSE,FALSE,TRUE
293,Kingston Value  DDR3-1600  CL11,4,DDR3,37.99,Kingston,1600,,1,https://cdna.pcpartpicker.com/static/forever/images/product/9dbdaa325c3c8126bddcfdc65c80dc0d.256p.jpg,FALSE,FALSE,FALSE,TRUE
294,Kingston Value DDR3-1600  CL11,8,DDR3,19.43,Kingston,1600,,1,https://cdna.pcpartpicker.com/static/forever/images/product/e7b5f236d0eca0f5ce670417e412d245.1600.jpg,FALSE,FALSE,TRUE,TRUE
295,Thermaltake Toughram RGB DDR4-3600 CL18 - 16 GB Dual-Kit,16,DDR4,41.99,Thermaltake,3600,18-22-22-42,2,https://cdna.pcpartpicker.com/static/forever/images/product/33813e932dd7993032d89b4ce508aa21.256p.jpg,TRUE,FALSE,TRUE,FALSE
296,Thermaltake Toughram RGB DDR4-4000 CL19- 16 GB Dual-Kit,16,DDR4,41.99,Thermaltake,4000,19-23-23-42,2,https://cdna.pcpartpicker.com/static/forever/images/product/33813e932dd7993032d89b4ce508aa21.256p.jpg,TRUE,TRUE,FALSE,FALSE
