#,name,pci-e,series,vram,cores,memory_clock,boost_clock,price,producer,length,slots,8-pin connectors,6-pin connectors,hdmi,display port,dvi,vga,sync,tdp,image_url,gaming,graphic design,programming,office
78,Gigabyte GeForce GTX 1650 Super OC,3.0,GeForce GTX 1650 Super,4,1280,12000,1740,151.99,Gigabyte,172.0,2.0,0.0,1.0,1.0,1.0,1.0,0.0,,100,https://cdna.pcpartpicker.com/static/forever/images/product/f2edab5ee54327da5750e8ecc9f4931a.256p.jpg,FALSE,FALSE,TRUE,FALSE
79,Gigabyte GeForce GTX 1660 Ti WindForce OC 6G,3.0,GeForce GTX 1660 Ti (6GB),6,1536,12000,1845,239.99,Gigabyte,264.9,2.0,1.0,0.0,1.0,1.0,0.0,0.0,G-Sync,120,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,FALSE,FALSE,FALSE
80,Gigabyte GeForce RTX 2060 D6,3.0,GeForce RTX 2060 (6GB),6,1920,14000,1680,259.99,Gigabyte,225.6,2.0,1.0,0.0,1.0,3.0,0.0,0.0,,160,https://cdna.pcpartpicker.com/static/forever/images/product/7760e2607e7488a74486e8de8d3162b5.256p.jpg,TRUE,FALSE,FALSE,FALSE
81,Gigabyte GeForce RTX 2060 Super Gaming OC,3.0,GeForce RTX 2060 Super,8,2176,14000,1815,351.99,Gigabyte,280.35,2.0,1.0,1.0,1.0,1.0,0.0,0.0,,175,https://cdna.pcpartpicker.com/static/forever/images/product/a85f33401d41280354b2552a89b0cbef.256p.jpg,TRUE,FALSE,FALSE,FALSE
82,Gigabyte GeForce RTX 2060 Super Gaming OC 3X 8G White,3.0,GeForce RTX 2060 Super,8,2176,14000,1815,359.99,Gigabyte,280.35,2.0,1.0,0.0,1.0,3.0,0.0,0.0,,175,https://cdna.pcpartpicker.com/static/forever/images/product/a85f33401d41280354b2552a89b0cbef.256p.jpg,TRUE,FALSE,FALSE,FALSE
83,Gigabyte GeForce RTX 2070 Super Windforce OC 3X,3.0,GeForce RTX 2070 Super,8,2560,14000,1785,499.99,Gigabyte,286.0,2.5,1.0,1.0,1.0,3.0,0.0,0.0,,260,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
84,Gigabyte GeForce RTX 2070 Windforce 2X 8G 3.,3.0,GeForce RTX 2070,8,2304,14000,1620,359.99,Gigabyte,266.7,2.0,1.0,0.0,1.0,3.0,0.0,0.0,,175,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
85,Gigabyte GeForce RTX 2080 Super Gaming OC,3.0,GeForce RTX 2080 Super,8,3072,15500,1845,599.99,Gigabyte,286.5,2.5,1.0,1.0,1.0,3.0,0.0,0.0,,250,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
86,Gigabyte GeForce RTX 2080 Super Gaming OC White,3.0,GeForce RTX 2080 Super,8,3072,15500,1845,599.99,Gigabyte,286.5,2.5,1.0,1.0,1.0,3.0,0.0,0.0,,250,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
87,Gigabyte GeForce RTX 3050 Eagle OC,4.0,GeForce RTX 3050 (8GB),8,2560,14000,1792,299.99,Gigabyte,213.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,,130,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
88,Gigabyte GeForce RTX 3060 Ti Gaming OC,4.0,GeForce RTX 3060 Ti,8,4864,14000,1665,599.99,Gigabyte,282.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,G-Sync,230,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
89,Gigabyte GeForce RTX 3070 Ti Gaming OC 8G LHR,4.0,GeForce RTX 3070 Ti,8,6144,19000,1830,649.99,Gigabyte,320.0,2.75,2.0,0.0,2.0,2.0,0.0,0.0,,290,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
90,Gigabyte GeForce RTX 3080 Eagle,4.0,GeForce RTX 3080 (12GB),12,8960,19000,1755,999.99,Gigabyte,320.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,,350,https://cdna.pcpartpicker.com/static/forever/images/product/7760e2607e7488a74486e8de8d3162b5.256p.jpg,TRUE,TRUE,FALSE,FALSE
91,Gigabyte GeForce RTX 3080 Eagle OC 1,4.0,GeForce RTX 3080,10,8704,19000,1755,1049.99,Gigabyte,320.0,,2.0,0.0,2.0,3.0,0.0,0.0,,320,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
92,Gigabyte GeForce RTX 3080 Gaming OC,4.0,GeForce RTX 3080 (12GB),12,8960,19000,1800,799.99,Gigabyte,320.0,3.0,2.0,0.0,2.0,3.0,0.0,0.0,,350,https://cdna.pcpartpicker.com/static/forever/images/product/a85f33401d41280354b2552a89b0cbef.256p.jpg,TRUE,TRUE,FALSE,FALSE
93,Gigabyte GeForce RTX 3080 Gaming OC 1,4.0,GeForce RTX 3080,10,8704,19000,1800,971.99,Gigabyte,320.0,,2.0,0.0,2.0,3.0,0.0,0.0,,320,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
94,GIGABYTE GeForce RTX 4060 Ti Aero OC,4.0,GeForce RTX 4060 Ti (16GB),16,4352,18000,2580,509.99,Gigabyte,281.0,2.5,1.0,0.0,2.0,2.0,0.0,0.0,G-Sync,160,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
95,GIGABYTE GeForce RTX 4060 Ti Eagle OC,4.0,GeForce RTX 4060 Ti (8GB),8,4352,18000,2550,399.99,Gigabyte,272.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,G-Sync,160,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
96,GIGABYTE GeForce RTX 4060 Ti Gaming OC,4.0,GeForce RTX 4060 Ti (16GB),16,4352,18000,2595,489.99,Gigabyte,281.0,2.5,1.0,0.0,2.0,2.0,0.0,0.0,G-Sync,160,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
97,GIGABYTE GeForce RTX 4070 Aero OC,4.0,GeForce RTX 4070,12,5888,21000,2565,669.99,Gigabyte,300.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,G-Sync,200,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
98,GIGABYTE GeForce RTX 4070 Gaming OC,4.0,GeForce RTX 4070,12,5888,21000,2565,629.99,Gigabyte,300.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,G-Sync,200,https://cdna.pcpartpicker.com/static/forever/images/product/a85f33401d41280354b2552a89b0cbef.256p.jpg,TRUE,TRUE,FALSE,FALSE
99,GIGABYTE GeForce RTX 4070 Ti Aero OC,4.0,GeForce RTX 4070 Ti,12,7680,21000,2640,899.99,Gigabyte,336.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,G-Sync,750,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
100,GIGABYTE GeForce RTX 4080 Aero OC,4.0,GeForce RTX 4080,16,9728,22400,2535,1209.99,Gigabyte,342.0,3.5,0.0,0.0,1.0,3.0,0.0,0.0,G-Sync,320,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
101,GIGABYTE GeForce RTX 4080 Eagle,4.0,GeForce RTX 4080,16,9728,22400,2505,1059.99,Gigabyte,342.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,G-Sync,320,https://cdna.pcpartpicker.com/static/forever/images/product/7760e2607e7488a74486e8de8d3162b5.256p.jpg,TRUE,TRUE,FALSE,FALSE
102,GIGABYTE GeForce RTX 4080 Eagle OC,4.0,GeForce RTX 4080,16,9728,22400,2520,1059.99,Gigabyte,342.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,G-Sync,320,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
103,Gigabyte GT 730,3.0,GeForce GT 730,2,96,1600,902,49.99,Gigabyte,150.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,,38,https://m.media-amazon.com/images/I/41NBjuR89fL.jpg,FALSE,FALSE,TRUE,TRUE
104,Gigabyte Radeon RX 460 WindForce OC 2G,3.0,Radeon RX 460 (2GB),2,896,3500,1210,148.74,Gigabyte,216.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,FreeSync,75,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,FALSE,FALSE,TRUE,TRUE
105,Gigabyte Radeon RX 460 WindForce OC 4G,3.0,Radeon RX 460 (4GB),4,896,3500,1212,172.31,Gigabyte,191.0,2.0,0.0,0.0,1.0,1.0,1.0,0.0,FreeSync,75,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,FALSE,FALSE,TRUE,TRUE
106,Gigabyte Radeon RX 5500 XT Gaming OC,4.0,Radeon RX 5500 XT (4GB),4,1408,14000,1845,180.99,Gigabyte,281.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,FreeSync,130,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,FALSE,FALSE,TRUE,FALSE
107,Gigabyte Radeon RX 5500 XT Gaming OC,4.0,Radeon RX 5500 XT (8GB),8,1408,14000,1845,175.99,Gigabyte,281.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,FreeSync,130,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,FALSE,FALSE,TRUE,FALSE
108,Gigabyte Radeon RX 5500 XT OC,4.0,Radeon RX 5500 XT (4GB),4,1408,14000,1845,179.99,Gigabyte,225.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,FreeSync,110,https://cdna.pcpartpicker.com/static/forever/images/product/7760e2607e7488a74486e8de8d3162b5.256p.jpg,FALSE,FALSE,TRUE,FALSE
109,Gigabyte Radeon RX 5500 XT OC,4.0,Radeon RX 5500 XT (8GB),8,1408,14000,1845,199.99,Gigabyte,225.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,FreeSync,110,https://cdna.pcpartpicker.com/static/forever/images/product/7760e2607e7488a74486e8de8d3162b5.256p.jpg,FALSE,FALSE,TRUE,FALSE
110,Gigabyte Radeon RX 5600 XT Gaming OC,4.0,Radeon RX 5600 XT (6GB),6,2304,12000,1620,269.99,Gigabyte,279.85,2.5,1.0,0.0,1.0,3.0,0.0,0.0,FreeSync,150,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,FALSE,FALSE,TRUE,FALSE
111,Gigabyte Radeon RX 5600 XT Windforce OC,4.0,Radeon RX 5600 XT (6GB),6,2304,12000,1620,246.99,Gigabyte,228.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,FreeSync,150,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,FALSE,FALSE,TRUE,FALSE
112,Gigabyte Radeon RX 5700 XT,4.0,Radeon RX 5700 XT,8,2560,14000,1905,349.99,Gigabyte,270.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,FreeSync,225,https://cdna.pcpartpicker.com/static/forever/images/product/80f174eea93a4a0981c63721c9a9805d.256p.jpg,TRUE,TRUE,FALSE,FALSE
113,Gigabyte Radeon RX 5700 XT Gaming OC,4.0,Radeon RX 5700 XT,8,2560,14000,1905,389.99,Gigabyte,279.85,2.5,1.0,1.0,1.0,3.0,0.0,0.0,FreeSync,180,https://cdna.pcpartpicker.com/static/forever/images/product/e5f971e991d1e1b045ea8b026f5672c0.256p.jpg,TRUE,TRUE,FALSE,FALSE
114,Gigabyte Radeon RX 580 Aorus 4G,3.0,Radeon RX 580 (4GB),4,2304,7000,1365,229.99,Gigabyte,232.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,FreeSync,185,https://cdna.pcpartpicker.com/static/forever/images/product/7760e2607e7488a74486e8de8d3162b5.256p.jpg,TRUE,TRUE,FALSE,FALSE
115,Gigabyte Radeon RX 580 Aorus 8G,3.0,Radeon RX 580 (8GB),8,2304,8000,1365,299.99,Gigabyte,232.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,FreeSync,185,https://cdna.pcpartpicker.com/static/forever/images/product/7760e2607e7488a74486e8de8d3162b5.256p.jpg,TRUE,TRUE,FALSE,FALSE
116,Gigabyte Radeon RX 580 Gaming 8G,3.0,Radeon RX 580 (8GB),8,2304,8000,1340,152.84,Gigabyte,232.0,2.0,1.0,0.0,1.0,3.0,1.0,0.0,FreeSync,185,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
117,Gigabyte Radeon RX 590 Gaming 8G (Rev. 2.0),3.0,Radeon RX 590,8,2304,8000,1545,142.99,Gigabyte,232.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,FreeSync,175,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
118,Gigabyte Radeon RX 6400 D6 Low Profile,3.0,Radeon RX 6400,4,768,16000,2321,149.99,Gigabyte,182.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,,53,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
119,Gigabyte Radeon RX 6400 Eagle,4.0,Radeon RX 6400,4,768,16000,2321,149.99,Gigabyte,192.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,,53,https://cdna.pcpartpicker.com/static/forever/images/product/7760e2607e7488a74486e8de8d3162b5.256p.jpg,TRUE,TRUE,FALSE,FALSE
120,Gigabyte Radeon RX 6500 XT Eagle,4.0,Radeon RX 6500 XT (4GB),4,1024,18000,2815,169.99,Gigabyte,192.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,,107,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
121,Gigabyte Radeon RX 6500 XT Gaming OC,4.0,Radeon RX 6500 XT (4GB),4,1024,18000,2825,162.99,Gigabyte,282.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,,107,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
122,Gigabyte Radeon RX 6600 Eagle,4.0,Radeon RX 6600,8,1792,14000,2491,239.99,Gigabyte,282.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,,132,https://cdna.pcpartpicker.com/static/forever/images/product/7760e2607e7488a74486e8de8d3162b5.256p.jpg,TRUE,TRUE,FALSE,FALSE
123,Gigabyte Radeon RX 6600 XT Eagle,4.0,Radeon RX 6600 XT,8,2048,16000,2589,474.99,Gigabyte,282.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,FreeSync,160,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
124,Gigabyte Radeon RX 6600 XT Gaming OC,4.0,Radeon RX 6600 XT,8,2048,16000,2593,549.99,Gigabyte,282.0,3.0,1.0,0.0,2.0,2.0,0.0,0.0,FreeSync,160,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
125,Gigabyte Radeon RX 6650 XT Eagle,4.0,Radeon RX 6650 XT,8,2048,17500,2635,379.99,Gigabyte,282.0,2.0,1.0,0.0,3.0,1.0,0.0,0.0,,180,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
126,Gigabyte Radeon RX 6700 XT Eagle,4.0,Radeon RX 6700 XT,12,2560,8000,2581,369.99,Gigabyte,282.0,2.0,1.0,1.0,2.0,2.0,0.0,0.0,FreeSync,230,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
127,Gigabyte Radeon RX 6800 Gaming OC,4.0,Radeon RX 6800,16,3840,16000,2155,449.99,Gigabyte,286.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,,250,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
128,Gigabyte Radeon RX 6800 XT Gaming OC,4.0,Radeon RX 6800 XT,16,4608,16000,2285,569.99,Gigabyte,286.0,3.0,2.0,0.0,2.0,2.0,0.0,0.0,,300,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
129,Gigabyte Radeon RX 6900 XT Gaming OC,4.0,Radeon RX 6900 XT,16,5120,16000,2285,1249.99,Gigabyte,286.0,3.0,3.0,0.0,2.0,2.0,0.0,0.0,,300,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
130,GIGABYTE Radeon RX 7600 Gaming OC,4.0,Radeon RX 7600,8,2048,18000,2754,259.99,Gigabyte,282.0,2.0,1.0,0.0,2.0,2.0,0.0,0.0,FreeSync,165,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
131,GIGABYTE Radeon RX 7700 XT Gaming OC,4.0,Radeon RX 7700 XT,12,3456,18000,2599,439.99,Gigabyte,302.0,2.5,2.0,0.0,2.0,2.0,0.0,0.0,FreeSync,245,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
132,GIGABYTE Radeon RX 7900 XT Gaming OC,4.0,Radeon RX 7900 XT,20,5376,20000,2535,899.99,Gigabyte,331.0,2.5,2.0,0.0,2.0,2.0,0.0,0.0,FreeSync,320,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
133,GIGABYTE Radeon RX 7900 XTX Gaming OC,4.0,Radeon RX 7900 XTX,24,6144,20000,2525,1049.99,Gigabyte,331.0,2.5,2.0,0.0,2.0,2.0,0.0,0.0,FreeSync,355,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
134,Gigabyte Radeon RX Vega 56 Gaming OC,3.0,Radeon RX Vega 56,8,3584,800,1501,219.99,Gigabyte,273.8,2.5,2.0,0.0,3.0,3.0,0.0,0.0,FreeSync,250,https://cdna.pcpartpicker.com/static/forever/images/product/7dfe5b21f6aba789b3e76e57546a782c.256p.jpg,FALSE,FALSE,TRUE,TRUE
135,Gigabyte Radeon RX Vega 64 8G,3.0,Radeon RX Vega 64,8,4096,1890,1560,661.57,Gigabyte,283.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,FreeSync,300,https://cdna.pcpartpicker.com/static/forever/images/product/7dfe5b21f6aba789b3e76e57546a782c.256p.jpg,FALSE,FALSE,TRUE,FALSE
136,Gigabyte Radeon RX Vega 64 Gaming OC,3.0,Radeon RX Vega 64,8,4096,945,1560,370.99,Gigabyte,273.8,2.5,2.0,0.0,3.0,3.0,0.0,0.0,FreeSync,300,https://cdna.pcpartpicker.com/static/forever/images/product/cd33fabada115e12c5f4a19a91de5fd2.256p.jpg,FALSE,FALSE,TRUE,FALSE
137,MSI GeForce RTX 2080 Ti Gaming X Trio,3.0,GeForce RTX 2080 Ti,11,4352,14000,1755,1189.0,MSI,327.0,2.5,2.0,1.0,1.0,3.0,0.0,0.0,,250,https://cdna.pcpartpicker.com/static/forever/images/product/bba9d8be3e2c922dd5dc2c9f4f3bb405.256p.jpg,TRUE,TRUE,FALSE,FALSE
138,MSI GeForce RTX 3050 Aero ITX 8G OC,4.0,GeForce RTX 3050 (8GB),8,2560,14000,1845,344.99,MSI,172.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,,130,https://cdna.pcpartpicker.com/static/forever/images/product/5e4ad0f5fc053abeb292eec9f7a54c5e.256p.jpg,TRUE,TRUE,FALSE,FALSE
139,MSI GeForce RTX 3050 Gaming X,4.0,GeForce RTX 3050 (8GB),8,2560,14000,1845,206.99,MSI,278.0,2.5,1.0,0.0,1.0,3.0,0.0,0.0,,130,https://cdna.pcpartpicker.com/static/forever/images/product/fdebde50e80ae3a2912f7e5dd6ff7622.256p.jpg,TRUE,TRUE,FALSE,FALSE
140,MSI GeForce RTX 4060 Gaming X,4.0,GeForce RTX 4060 (8GB),8,3072,17000,2595,329.99,MSI,247.0,2.5,1.0,0.0,1.0,3.0,0.0,0.0,G-Sync,115,https://cdna.pcpartpicker.com/static/forever/images/product/fdebde50e80ae3a2912f7e5dd6ff7622.256p.jpg,TRUE,TRUE,FALSE,FALSE
141,MSI GeForce RTX 4060 Ti Gaming X,4.0,GeForce RTX 4060 Ti (8GB),8,4352,18000,2640,429.99,MSI,247.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,G-Sync,160,https://cdna.pcpartpicker.com/static/forever/images/product/fdebde50e80ae3a2912f7e5dd6ff7622.256p.jpg,TRUE,TRUE,FALSE,FALSE
142,MSI GeForce RTX 4060 Ventus 2X Black 8G OC,4.0,GeForce RTX 4060 (8GB),8,3072,17000,2490,360.56,MSI,199.0,2.0,1.0,0.0,1.0,3.0,0.0,0.0,G-Sync,115,https://cdna.pcpartpicker.com/static/forever/images/product/772cce097c55469671a0d75ea4aca83a.256p.jpg,TRUE,TRUE,FALSE,FALSE
143,MSI GeForce RTX 4070 Ti Suprim X,4.0,GeForce RTX 4070 Ti,12,7680,21000,2790,1171.49,MSI,338.0,3.5,0.0,0.0,1.0,3.0,0.0,0.0,G-Sync,750,https://cdna.pcpartpicker.com/static/forever/images/product/461e23c2bad57438824e1db691fface3.256p.jpg,TRUE,TRUE,FALSE,FALSE
144,MSI GeForce RTX 4070 Ventus 3X 12G OC,4.0,GeForce RTX 4070,12,5888,21000,2505,599.99,MSI,308.0,2.25,1.0,0.0,1.0,3.0,0.0,0.0,G-Sync,200,https://cdna.pcpartpicker.com/static/forever/images/product/3c166cd7b1f49475c3b8295799a11af5.256p.jpg,TRUE,TRUE,FALSE,FALSE
145,MSI GT 710 Low Profile,3.0,GeForce GT 710,2,192,1600,954,51.58,MSI,146.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,,10,https://cdna.pcpartpicker.com/static/forever/images/product/1a157155fb7903fcc0aed0d84352e15a.256p.jpg,FALSE,FALSE,TRUE,TRUE
146,MSI Radeon RX 6400 Aero ITX,3.0,Radeon RX 6400,4,768,16000,2321,149.99,MSI,172.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,,53,https://m.media-amazon.com/images/I/41hGwZwJTgL.jpg,TRUE,TRUE,FALSE,FALSE
147,MSI Radeon RX 6500 XT Mech 2X OC,4.0,Radeon RX 6500 XT (4GB),4,1024,18000,2825,164.99,MSI,172.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,,107,https://cdna.pcpartpicker.com/static/forever/images/product/5e66a4623796b6e31b4a56706752b980.256p.jpg,TRUE,TRUE,FALSE,FALSE
148,MSI Radeon RX 6600 Mech 2X,4.0,Radeon RX 6600,8,1792,14000,2491,269.99,MSI,235.0,2.3,1.0,0.0,1.0,3.0,0.0,0.0,,132,https://cdna.pcpartpicker.com/static/forever/images/product/59ad0e463c3f8c0cbb26128a67b82290.256p.jpg,TRUE,TRUE,FALSE,FALSE
149,MSI Radeon RX 6650 XT Gaming X,4.0,Radeon RX 6650 XT,8,2048,17500,2694,360.55,MSI,278.0,2.5,1.0,0.0,3.0,1.0,0.0,0.0,,180,https://cdna.pcpartpicker.com/static/forever/images/product/43c82c4eced4b715ab4826414507a7e0.256p.jpg,TRUE,TRUE,FALSE,FALSE
150,MSI Radeon RX 6650 XT Mech 2X 8G OC,4.0,Radeon RX 6650 XT,8,2048,17500,2635,279.99,MSI,235.0,2.5,1.0,0.0,3.0,1.0,0.0,0.0,,180,https://cdna.pcpartpicker.com/static/forever/images/product/59ad0e463c3f8c0cbb26128a67b82290.256p.jpg,TRUE,TRUE,FALSE,FALSE
151,MSI Radeon RX 6700 XT Mech 2X,4.0,Radeon RX 6700 XT,12,2560,16000,2581,369.99,MSI,247.0,2.5,2.0,0.0,1.0,3.0,0.0,0.0,,230,https://cdna.pcpartpicker.com/static/forever/images/product/b1f2972654c2bb8642b1214c92698623.256p.jpg,TRUE,TRUE,FALSE,FALSE
152,MSI Radeon RX 6700 XT Mech 2X OC,4.0,Radeon RX 6700 XT,12,2560,8000,2620,370.99,MSI,247.0,2.5,2.0,0.0,1.0,3.0,0.0,0.0,FreeSync,230,https://cdna.pcpartpicker.com/static/forever/images/product/59ad0e463c3f8c0cbb26128a67b82290.256p.jpg,TRUE,TRUE,FALSE,FALSE
153,MSI Radeon RX 6750 XT Gaming X Trio,4.0,Radeon RX 6750 XT,12,2560,16000,2618,559.99,MSI,327.0,2.7,2.0,0.0,1.0,3.0,0.0,0.0,,250,https://m.media-amazon.com/images/I/41qWD59dkcS.jpg,TRUE,TRUE,FALSE,FALSE
154,MSI Radeon RX 6750 XT Mech 2X 12G OC,4.0,Radeon RX 6750 XT,12,2560,18000,2618,414.99,MSI,249.0,2.7,2.0,0.0,1.0,3.0,0.0,0.0,,250,https://cdna.pcpartpicker.com/static/forever/images/product/59ad0e463c3f8c0cbb26128a67b82290.256p.jpg,TRUE,TRUE,FALSE,FALSE
155,MSI Radeon RX 6800 XT Gaming Z Trio,4.0,Radeon RX 6800 XT,16,4608,16000,2310,649.99,MSI,324.0,2.75,3.0,0.0,1.0,3.0,0.0,0.0,,300,https://cdna.pcpartpicker.com/static/forever/images/product/af2ad40f2fe03104421b94700c269a71.256p.jpg,TRUE,TRUE,FALSE,FALSE
156,MSI Radeon RX 6950 XT Gaming X Trio,4.0,Radeon RX 6950 XT,16,5120,18000,2454,799.99,MSI,325.0,3.0,3.0,0.0,1.0,3.0,0.0,0.0,,340,https://m.media-amazon.com/images/I/41qWD59dkcS.jpg,TRUE,TRUE,FALSE,FALSE
