#,name,socket,price,producer,base_clock,turbo_clock,cores,threads,tdp,integrated graphics,image_url,gaming,graphic design,programming,office
116,Intel Core i5-11400,1200,147.95,Intel,2.6,4.4,6,12,65,Intel UHD 730,https://cdna.pcpartpicker.com/static/forever/images/product/c770299ed161e4589288e53b3c315088.256p.jpg,TRUE,TRUE,TRUE,FALSE
117,Intel Core i5-11400F,1200,134.99,Intel,2.6,4.4,6,12,65,,https://cdna.pcpartpicker.com/static/forever/images/product/1cd42b90d913aa4fe2338eb376fd3e2d.256p.jpg,TRUE,TRUE,TRUE,FALSE
118,Intel Core i5-11500,1200,213.99,Intel,2.7,4.6,6,12,65,Intel UHD 750,https://cdna.pcpartpicker.com/static/forever/images/product/ed81b3f4911beef4ee212f49dec938ee.256p.jpg,TRUE,TRUE,TRUE,FALSE
119,Intel Core i5-11600,1200,245.98,Intel,2.8,0.0,6,12,65,Intel UHD 750,https://cdna.pcpartpicker.com/static/forever/images/product/c770299ed161e4589288e53b3c315088.256p.jpg,TRUE,TRUE,TRUE,FALSE
120,Intel Core i5-11600K,1200,208.99,Intel,3.9,4.9,6,12,125,Intel UHD 750,https://cdna.pcpartpicker.com/static/forever/images/product/6881ec4618066263cbe6904e95ae9278.256p.jpg,TRUE,TRUE,FALSE,FALSE
121,Intel Core i5-11600KF,1200,208.99,Intel,3.9,4.9,6,12,125,,https://cdna.pcpartpicker.com/static/forever/images/product/f9223631f303e54d9bd4aa9967c1f287.256p.jpg,TRUE,TRUE,FALSE,FALSE
122,Intel Core i5-12400,1700,170.99,Intel,2.5,4.4,6,12,65,Intel UHD 730,https://cdna.pcpartpicker.com/static/forever/images/product/331bcd7f5044608c8b4e0a2437219229.256p.jpg,TRUE,TRUE,TRUE,FALSE
123,Intel Core i5-12400F,1700,157.99,Intel,2.5,4.4,6,12,65,,https://cdna.pcpartpicker.com/static/forever/images/product/5fe3c9cc8cbaaa4aa52aed7389d2cc10.256p.jpg,TRUE,TRUE,FALSE,FALSE
124,Intel Core i5-12500,1700,235.48,Intel,3.0,4.6,6,12,65,Intel UHD 770,https://cdna.pcpartpicker.com/static/forever/images/product/a2eebdda7c48c480719d4cb491f660dc.256p.jpg,TRUE,TRUE,TRUE,FALSE
125,Intel Core i5-12600,1700,258.20,Intel,3.3,4.8,6,12,65,Intel UHD 770,https://cdna.pcpartpicker.com/static/forever/images/product/7a8133e4d1ab12830ce867e2958bbc2b.256p.jpg,TRUE,TRUE,TRUE,FALSE
126,Intel Core i5-12600K,1700,250.49,Intel,3.6,4.9,6,12,125,Intel UHD 770,https://cdna.pcpartpicker.com/static/forever/images/product/3f727799b9fc5e83f0e8953759946bd2.256p.jpg,TRUE,TRUE,FALSE,FALSE
127,Intel Core i5-12600KF,1700,224.99,Intel,3.7,4.9,6,12,125,,https://cdna.pcpartpicker.com/static/forever/images/product/01163d618db9518d03041c9997e23bb1.256p.jpg,TRUE,TRUE,FALSE,FALSE
128,Intel Core i5-13400,1700,202.99,Intel,3.3,4.6,6,12,65,,https://cdna.pcpartpicker.com/static/forever/images/product/1fa41c2b4b5cf8ab078c42259685c8ed.256p.jpg,TRUE,TRUE,TRUE,FALSE
129,Intel Core i5-13400F,1700,200.99,Intel,3.3,4.6,10,16,65,,https://cdna.pcpartpicker.com/static/forever/images/product/17d82d241bff0efdd1c32fbcf9822c14.256p.jpg,TRUE,TRUE,FALSE,FALSE
130,Intel Core i5-13500,1700,247.99,Intel,2.5,0.0,6,12,65,,https://cdna.pcpartpicker.com/static/forever/images/product/6afcbca8a6703a4c42dba3d6c4720724.256p.jpg,TRUE,TRUE,TRUE,FALSE
131,Intel Core i5-13600K,1700,307.99,Intel,3.5,0.0,6,12,125,Intel UHD 770,https://cdna.pcpartpicker.com/static/forever/images/product/535b5631a223b77657804c8144c1277e.256p.jpg,TRUE,TRUE,FALSE,FALSE
132,Intel Core i5-13600KF,1700,285.99,Intel,3.5,0.0,6,12,125,,https://cdna.pcpartpicker.com/static/forever/images/product/d151778af9f52d6ab1f9475a0ae84dc0.256p.jpg,TRUE,TRUE,FALSE,FALSE
133,Intel Core i5-4460,1150,193.78,Intel,3.2,3.4,4,4,84,Intel HD 4600,https://m.media-amazon.com/images/I/51m7EsJG9-L.jpg,FALSE,FALSE,FALSE,TRUE
134,Intel Core i5-4590,1150,179.99,Intel,3.3,3.7,4,4,84,Intel HD 4600,https://m.media-amazon.com/images/I/51vb+UYTxSL.jpg,FALSE,FALSE,FALSE,TRUE
135,Intel Core i5-4690,1150,219.29,Intel,3.5,3.9,4,4,84,Intel HD 4600,https://static/forever/img/no-image.png,FALSE,FALSE,FALSE,TRUE
136,Intel Core i5-6400,1151,179.99,Intel,2.7,3.3,4,4,65,Intel HD 530,https://cdna.pcpartpicker.com/static/forever/images/product/fd51d44541807d00d4b265d071f313fa.256p.jpg,FALSE,FALSE,TRUE,TRUE
137,Intel Core i5-6500,1151,189.44,Intel,3.2,3.6,4,4,65,Intel HD 530,https://cdna.pcpartpicker.com/static/forever/images/product/68a2d7d02408cf9854c557a10603aa8b.256p.jpg,FALSE,FALSE,TRUE,TRUE
138,Intel Core i5-6600,1151,246.32,Intel,3.3,3.9,4,4,65,Intel HD 530,https://cdna.pcpartpicker.com/static/forever/images/product/fd51d44541807d00d4b265d071f313fa.256p.jpg,FALSE,FALSE,TRUE,TRUE
139,Intel Core i5-6600K,1151,219.99,Intel,3.5,3.9,4,4,91,Intel HD 530,https://cdna.pcpartpicker.com/static/forever/images/product/39c7a343d00445b6e0e5d54d4b7ed561.256p.jpg,FALSE,FALSE,TRUE,TRUE
140,Intel Core i5-7400,1151,182.00,Intel,3.0,3.5,4,4,65,Intel HD 630,https://static/forever/img/no-image.png,FALSE,FALSE,TRUE,TRUE
141,Intel Core i5-7500,1151,202.00,Intel,3.4,3.8,4,4,65,Intel HD 630,https://static/forever/img/no-image.png,FALSE,FALSE,TRUE,TRUE
142,Intel Core i5-7600,1151,229.99,Intel,3.5,4.1,4,4,65,Intel HD 630,https://m.media-amazon.com/images/I/51PTdytDLsL.jpg,FALSE,FALSE,TRUE,TRUE
143,Intel Core i5-7600K,1151,242.99,Intel,3.8,4.2,4,4,91,Intel HD 630,https://cdna.pcpartpicker.com/static/forever/images/product/a9e3ce1189342ff04c81e37b12d2c162.256p.jpg,TRUE,FALSE,TRUE,TRUE
144,Intel Core i5-7640X,2066,199.99,Intel,4.0,4.2,4,4,112,,https://m.media-amazon.com/images/I/51LYLytJQOL.jpg,FALSE,FALSE,TRUE,FALSE
145,Intel Core i5-8400,1151,189.99,Intel,2.8,4.0,6,6,65,Intel UHD 630,https://cdna.pcpartpicker.com/static/forever/images/product/781c3da4b04a14f5556a6bc7ad7907de.256p.jpg,FALSE,FALSE,TRUE,TRUE
146,Intel Core i5-8500,1151,209.95,Intel,3.0,4.1,6,6,65,Intel UHD 630,https://static/forever/img/no-image.png,FALSE,FALSE,TRUE,TRUE
147,Intel Core i5-8600,1151,224.00,Intel,3.1,4.3,6,6,65,Intel UHD 630,https://m.media-amazon.com/images/I/51yRjfYzahL.jpg,FALSE,FALSE,TRUE,TRUE
148,Intel Core i5-8600K,1151,259.99,Intel,3.6,4.3,6,6,95,Intel UHD 630,https://cdna.pcpartpicker.com/static/forever/images/product/781c3da4b04a14f5556a6bc7ad7907de.256p.jpg,FALSE,FALSE,TRUE,FALSE
149,Intel Core i5-9400,1151,167.65,Intel,2.9,4.1,6,6,65,Intel UHD 630,https://cdna.pcpartpicker.com/static/forever/images/product/64bf363daabaca441f6b8f07b54005cc.256p.jpg,TRUE,FALSE,TRUE,TRUE
150,Intel Core i5-9400F,1151,142.99,Intel,2.9,4.1,6,6,65,,https://cdna.pcpartpicker.com/static/forever/images/product/3b2d769c28b9890779f87a7568887dfc.256p.jpg,TRUE,FALSE,FALSE,FALSE
151,Intel Core i5-9500,1151,209.99,Intel,3.0,4.4,6,6,65,Intel UHD 630,https://images-eu.ssl-images-amazon.com/images/I/418Vdl99UyL.jpg,TRUE,FALSE,TRUE,TRUE
152,Intel Core i5-9600,1151,249.99,Intel,3.1,4.6,6,6,65,Intel UHD 630,https://m.media-amazon.com/images/I/416kzzc2KiL.jpg,TRUE,FALSE,TRUE,TRUE
153,Intel Core i5-9600K,1151,247.00,Intel,3.7,0.0,6,6,95,Intel UHD 630,https://cdna.pcpartpicker.com/static/forever/images/product/098696533a70605843046dace582cd85.256p.jpg,TRUE,FALSE,TRUE,FALSE
154,Intel Core i5-9600KF,1151,189.99,Intel,3.7,4.6,6,6,95,,https://cdna.pcpartpicker.com/static/forever/images/product/658de8a85dd1c0af16b8f020ed5bb2da.256p.jpg,TRUE,FALSE,FALSE,FALSE
155,Intel Core i7-10700,1200,256.99,Intel,2.9,0.0,8,16,65,,https://cdna.pcpartpicker.com/static/forever/images/product/6e4a9298687049841d3cb15170acc4cc.256p.jpg,TRUE,TRUE,TRUE,FALSE
156,Intel Core i7-10700F,1200,271.99,Intel,2.9,0.0,8,16,65,,https://m.media-amazon.com/images/I/41P4d+8jqLL.jpg,TRUE,TRUE,FALSE,FALSE
157,Intel Core i7-10700K,1200,269.99,Intel,3.8,5.1,8,16,125,Intel UHD 630,https://cdna.pcpartpicker.com/static/forever/images/product/6a40f9732bef504af112c33a980482b2.256p.jpg,TRUE,TRUE,FALSE,FALSE
158,Intel Core i7-10700KF,1200,289.96,Intel,3.8,5.1,8,16,125,,https://cdna.pcpartpicker.com/static/forever/images/product/30a49f42fca8cbf7e1627bf13d37a6e7.256p.jpg,TRUE,TRUE,FALSE,FALSE
159,Intel Core i7-11700,1200,272.49,Intel,2.5,0.0,8,16,65,Intel UHD 750,https://cdna.pcpartpicker.com/static/forever/images/product/8d5a39d0af57bddb57731195a8c1d58c.256p.jpg,TRUE,TRUE,FALSE,FALSE
160,Intel Core i7-11700K,1200,269.00,Intel,3.6,0.0,8,16,125,Intel UHD 750,https://cdna.pcpartpicker.com/static/forever/images/product/41358d31a00cc8fb673bfa7716ea9498.256p.jpg,TRUE,TRUE,FALSE,FALSE
161,Intel Core i7-11700KF,1200,278.69,Intel,3.6,0.0,8,16,125,,https://cdna.pcpartpicker.com/static/forever/images/product/965ab64fbbbf1a096201650af8b88699.256p.jpg,TRUE,TRUE,FALSE,FALSE
162,Intel Core i7-12700,1700,325.80,Intel,2.1,4.9,8,16,65,Intel UHD 770,https://cdna.pcpartpicker.com/static/forever/images/product/c8944273cfc755a0b216001a90b9fba2.256p.jpg,TRUE,TRUE,FALSE,FALSE
163,Intel Core i7-12700F,1700,296.99,Intel,2.1,4.9,8,16,65,,https://cdna.pcpartpicker.com/static/forever/images/product/1d6c5691988047da895d68961c33fe95.256p.jpg,TRUE,TRUE,FALSE,FALSE
164,Intel Core i7-12700K,1700,419.99,Intel,3.6,5.0,8,16,125,Intel UHD 770,https://cdna.pcpartpicker.com/static/forever/images/product/3f7037db801def4db8418df8e7498e6a.256p.jpg,TRUE,TRUE,FALSE,FALSE
165,Intel Core i7-12700KF,1700,286.99,Intel,3.6,5.0,8,16,125,,https://cdna.pcpartpicker.com/static/forever/images/product/b69e4a2d3dd9f8fac9ed6bf1b631b0ce.256p.jpg,TRUE,TRUE,FALSE,FALSE
166,Intel Core i7-13700,1700,387.99,Intel,4.0,0.0,8,16,65,,https://cdna.pcpartpicker.com/static/forever/images/product/e02f59843736d101374f75d18c244a30.256p.jpg,TRUE,TRUE,FALSE,FALSE
167,Intel Core i7-13700F,1700,359.99,Intel,4.0,0.0,8,16,65,,https://cdna.pcpartpicker.com/static/forever/images/product/e02f59843736d101374f75d18c244a30.256p.jpg,TRUE,TRUE,FALSE,FALSE
168,Intel Core i7-13700K,1700,364.99,Intel,3.4,3.0,8,16,125,Intel UHD 770,https://cdna.pcpartpicker.com/static/forever/images/product/2f3405387f23ab827695d966ea9f9682.256p.jpg,TRUE,TRUE,FALSE,FALSE
169,Intel Core i7-13700KF,1700,379.99,Intel,3.4,3.0,8,16,125,,https://cdna.pcpartpicker.com/static/forever/images/product/b2de198020c1bb1bda375064b94e60dc.256p.jpg,TRUE,TRUE,FALSE,FALSE
170,Intel Core i7-4790K,1150,324.77,Intel,4.0,4.4,4,8,88,Intel HD 4600,https://images-na.ssl-images-amazon.com/images/I/514cOpqlw3L.jpg,FALSE,FALSE,TRUE,TRUE
171,Intel Core i7-5820K,2011-V3,407.09,Intel,3.3,3.6,6,12,140,,https://images-na.ssl-images-amazon.com/images/I/51QYbn21KFL.jpg,FALSE,FALSE,TRUE,TRUE
172,Intel Core i7-5930K,2011-V3,250.99,Intel,3.5,3.7,6,12,140,,https://cdna.pcpartpicker.com/static/forever/images/product/c3a4d344bc087f70d7f757a933edb454.256p.jpg,FALSE,FALSE,TRUE,TRUE
173,Intel Core i7-5960X,2011-V3,399.99,Intel,3.0,3.5,8,16,140,,https://m.media-amazon.com/images/I/51csILHVf4L.jpg,FALSE,FALSE,TRUE,TRUE
174,Intel Core i7-6700,1151,314.99,Intel,3.4,4.0,4,8,65,Intel HD 530,https://cdna.pcpartpicker.com/static/forever/images/product/0781bce0501e1b38460c9f7bc2bf3714.256p.jpg,FALSE,FALSE,FALSE,TRUE
175,Intel Core i7-6700K,1151,329.99,Intel,4.0,4.2,4,8,91,Intel HD 530,https://cdna.pcpartpicker.com/static/forever/images/product/ff61219ad339e92074ca68490a540ae4.256p.jpg,FALSE,FALSE,TRUE,TRUE
176,Intel Core i7-6800K,2011-V3,416.30,Intel,3.4,3.6,6,12,140,,https://cdna.pcpartpicker.com/static/forever/images/product/32fae2e35bce15c8f9327b73ab2ab6c2.256p.jpg,FALSE,FALSE,TRUE,TRUE
177,Intel Core i7-6850K,2011-V3,649.99,Intel,3.6,3.8,6,12,140,,https://cdna.pcpartpicker.com/static/forever/images/product/500b6246775d202854481457b5fffa8b.256p.jpg,FALSE,FALSE,TRUE,TRUE
178,Intel Core i7-6900K,2011-V3,1002.99,Intel,3.2,3.7,8,16,140,,https://cdna.pcpartpicker.com/static/forever/images/product/8f6d753be524daf5a9c04d9131cb6f27.256p.jpg,FALSE,FALSE,TRUE,TRUE
179,Intel Core i7-6950X,2011-V3,1102.76,Intel,3.0,3.5,10,20,140,,https://m.media-amazon.com/images/I/511IqL3RMBL.jpg,FALSE,FALSE,TRUE,TRUE
180,Intel Core i7-7700,1151,326.82,Intel,3.6,4.2,4,8,65,Intel HD 630,https://m.media-amazon.com/images/I/41GKAuFuNGL.jpg,FALSE,FALSE,TRUE,TRUE
181,Intel Core i7-7700K,1151,329.99,Intel,4.2,4.5,4,8,91,Intel HD 630,https://cdna.pcpartpicker.com/static/forever/images/product/193949e9182e432fc45535b8a557b977.256p.jpg,FALSE,FALSE,TRUE,TRUE
182,Intel Core i7-7740X,2066,349.18,Intel,4.3,4.5,4,8,112,,https://m.media-amazon.com/images/I/514q5szhFSL.jpg,FALSE,FALSE,TRUE,TRUE
183,Intel Core i7-7800X,2066,361.97,Intel,3.5,0.0,6,12,140,,https://cdna.pcpartpicker.com/static/forever/images/product/691467fd1a461dd708186f4dc35d71c5.256p.jpg,FALSE,FALSE,TRUE,TRUE
184,Intel Core i7-7820X,2066,510.63,Intel,3.6,4.5,8,16,140,,https://cdna.pcpartpicker.com/static/forever/images/product/d89b878886f1e1afa45aa618a95f4136.256p.jpg,FALSE,FALSE,TRUE,TRUE
185,Intel Core i7-8086K,1151,425.00,Intel,4.0,5.0,6,12,95,,https://cdna.pcpartpicker.com/static/forever/images/product/452fefc7712153b364268a36d1674efb.256p.jpg,FALSE,FALSE,TRUE,TRUE
186,Intel Core i7-8700,1151,216.99,Intel,3.2,4.6,6,12,65,Intel UHD 630,https://cdna.pcpartpicker.com/static/forever/images/product/f3ce94aa244dd18d676b1f63f20001cd.256p.jpg,FALSE,FALSE,TRUE,TRUE
187,Intel Core i7-8700K,1151,289.99,Intel,3.7,4.7,6,12,95,Intel UHD 630,https://cdna.pcpartpicker.com/static/forever/images/product/4c66195cca0b7d335a79c8649245abfa.256p.jpg,FALSE,FALSE,TRUE,TRUE
188,Intel Core i7-9700K,1151,364.99,Intel,3.6,4.9,8,8,125,Intel UHD 630,https://cdna.pcpartpicker.com/static/forever/images/product/3760e89d1820da393f084e2c18a62e3b.256p.jpg,TRUE,FALSE,TRUE,FALSE
189,Intel Core i7-9700KF,1151,315.99,Intel,3.6,4.9,8,8,95,,https://cdna.pcpartpicker.com/static/forever/images/product/7a187be50026e221f31b55e76c3adf73.256p.jpg,TRUE,FALSE,FALSE,FALSE
190,Intel Core i9-10850K,1200,299.99,Intel,3.6,5.2,10,20,125,Intel UHD 630,https://cdna.pcpartpicker.com/static/forever/images/product/16f496383b11d89632a9edf7ef503aea.256p.jpg,TRUE,TRUE,FALSE,FALSE
191,Intel Core i9-10900,1200,379.99,Intel,2.8,0.0,10,20,65,,https://cdna.pcpartpicker.com/static/forever/images/product/2c0e54afceb3b128eef552ffa7b488ee.256p.jpg,TRUE,TRUE,FALSE,FALSE
192,Intel Core i9-10900F,1200,414.99,Intel,2.8,0.0,10,20,65,,https://m.media-amazon.com/images/I/41ckT1AzbYL.jpg,TRUE,TRUE,FALSE,FALSE
193,Intel Core i9-10900K,1200,343.99,Intel,3.7,5.3,10,20,125,Intel UHD 630,https://cdna.pcpartpicker.com/static/forever/images/product/b501d68b041d6f48bc11c402012d59cb.256p.jpg,TRUE,TRUE,FALSE,FALSE
194,Intel Core i9-10900KF,1200,359.99,Intel,3.7,5.3,10,20,125,,https://cdna.pcpartpicker.com/static/forever/images/product/02b522d67f1855b6e2916d800eb38bcf.256p.jpg,TRUE,TRUE,FALSE,FALSE
195,Intel Core i9-10900X,2066,589.99,Intel,3.7,4.5,10,20,165,,https://cdna.pcpartpicker.com/static/forever/images/product/d6ea76d2a63ade5759235829a6d63697.256p.jpg,TRUE,TRUE,FALSE,FALSE
196,Intel Core i9-10920X,2066,699.99,Intel,3.5,4.6,12,24,165,,https://cdna.pcpartpicker.com/static/forever/images/product/f289869a9c93444d38bf7d98fcbe2407.256p.jpg,TRUE,TRUE,FALSE,FALSE
197,Intel Core i9-10940X,2066,799.99,Intel,3.3,4.6,14,28,165,,https://cdna.pcpartpicker.com/static/forever/images/product/665a1e6d9fce6e709588d6546b503b73.256p.jpg,TRUE,TRUE,FALSE,FALSE
198,Intel Core i9-10980XE,2066,999.99,Intel,3.0,4.8,18,36,165,,https://cdna.pcpartpicker.com/static/forever/images/product/31fa050d67e7b58c6e3b5a1fbdfacf34.256p.jpg,TRUE,TRUE,FALSE,FALSE
199,Intel Core i9-11900,1200,455.99,Intel,2.5,0.0,8,16,65,Intel UHD 750,https://cdna.pcpartpicker.com/static/forever/images/product/c9724573a84719379a3f95f469a6e636.256p.jpg,TRUE,TRUE,FALSE,FALSE
200,Intel Core i9-11900F,1200,429.98,Intel,2.5,0.0,8,16,65,,https://cdna.pcpartpicker.com/static/forever/images/product/4661b942055a470174e1a056c3e6c042.256p.jpg,TRUE,TRUE,FALSE,FALSE
201,Intel Core i9-11900K,1200,329.99,Intel,3.5,5.2,8,16,125,Intel UHD 750,https://cdna.pcpartpicker.com/static/forever/images/product/eb8ef73f5460ac6ad82f634b2dcf793a.256p.jpg,TRUE,TRUE,FALSE,FALSE
202,Intel Core i9-11900KF,1200,328.88,Intel,3.5,0.0,8,16,125,,https://cdna.pcpartpicker.com/static/forever/images/product/bf7178722382122f3fbf2e53d32e99f6.256p.jpg,TRUE,TRUE,FALSE,FALSE
203,Intel Core i9-12900,1700,537.99,Intel,2.4,5.1,8,16,65,Intel UHD 770,https://cdna.pcpartpicker.com/static/forever/images/product/b61a0cfda1c9f56fda7c2f91dacd9046.256p.jpg,FALSE,TRUE,FALSE,FALSE
204,Intel Core i9-12900F,1700,463.00,Intel,2.4,5.1,8,16,65,,https://cdna.pcpartpicker.com/static/forever/images/product/c709a7db2862582c1870c1b399fd7499.256p.jpg,FALSE,TRUE,FALSE,FALSE
205,Intel Core i9-12900K,1700,409.99,Intel,3.2,5.2,8,16,125,Intel UHD 770,https://cdna.pcpartpicker.com/static/forever/images/product/b9d3c68bbf713cdd1211f3792040ce95.256p.jpg,FALSE,TRUE,FALSE,FALSE
206,Intel Core i9-12900KF,1700,413.99,Intel,3.2,5.2,8,16,125,,https://cdna.pcpartpicker.com/static/forever/images/product/c3d3a6843e0c0a5d98155e9fa68c092c.256p.jpg,FALSE,TRUE,FALSE,FALSE
207,Intel Core i9-12900KS,1700,495.99,Intel,3.4,5.5,8,16,150,Intel UHD 770,https://cdna.pcpartpicker.com/static/forever/images/product/b3fd483f4dc6bc63faff298cdffb41d5.256p.jpg,FALSE,TRUE,FALSE,FALSE
208,Intel Core i9-13900,1700,585.98,Intel,4.3,0.0,8,16,65,,https://cdna.pcpartpicker.com/static/forever/images/product/6677778b05f29fbfd12dd49c16f2069f.256p.jpg,FALSE,TRUE,FALSE,FALSE
209,Intel Core i9-13900F,1700,559.98,Intel,4.3,0.0,8,16,65,,https://cdna.pcpartpicker.com/static/forever/images/product/b8fab5fbdca5b7f19d806800e9d07b16.256p.jpg,FALSE,TRUE,FALSE,FALSE
210,Intel Core i9-13900K,1700,546.99,Intel,3.0,3.0,8,16,125,Intel UHD 770,https://cdna.pcpartpicker.com/static/forever/images/product/9ec7bf0f10e60c175e9b64c51bab7240.256p.jpg,FALSE,TRUE,FALSE,FALSE
211,Intel Core i9-13900KF,1700,516.99,Intel,3.0,3.0,8,16,125,,https://cdna.pcpartpicker.com/static/forever/images/product/ef583b00501fbe1d9df909c3ffe2b413.256p.jpg,FALSE,TRUE,FALSE,FALSE
212,Intel Core i9-13900KS,1700,729.99,Intel,3.2,3.0,8,16,125,,https://cdna.pcpartpicker.com/static/forever/images/product/4129af6f0163dfd9dad75e57aae5a99d.256p.jpg,FALSE,TRUE,FALSE,FALSE
213,Intel Core i9-7900X,2066,774.99,Intel,3.3,4.5,10,20,140,,https://cdna.pcpartpicker.com/static/forever/images/product/691467fd1a461dd708186f4dc35d71c5.256p.jpg,TRUE,TRUE,FALSE,FALSE
214,Intel Core i9-7920X,2066,794.60,Intel,2.9,4.4,12,24,140,,https://cdna.pcpartpicker.com/static/forever/images/product/b4777c982f9e93e78c9726b88618ad3a.256p.jpg,TRUE,TRUE,FALSE,FALSE
215,Intel Core i9-7940X,2066,1349.00,Intel,3.1,4.4,14,28,165,,https://cdna.pcpartpicker.com/static/forever/images/product/0c4f4756421e42c4211a76f1e1219a22.256p.jpg,TRUE,TRUE,FALSE,FALSE
216,Intel Core i9-7960X,2066,1399.99,Intel,2.8,4.4,16,32,165,,https://cdna.pcpartpicker.com/static/forever/images/product/b4777c982f9e93e78c9726b88618ad3a.256p.jpg,TRUE,TRUE,FALSE,FALSE
217,Intel Core i9-9900K,1151,484.99,Intel,3.6,5.0,8,16,160,Intel UHD 630,https://cdna.pcpartpicker.com/static/forever/images/product/f4d973b5641fed5e6a0ea0116fcd3426.256p.jpg,TRUE,TRUE,FALSE,FALSE
218,Intel Core i9-9900KF,1151,379.99,Intel,3.6,5.0,8,16,95,,https://cdna.pcpartpicker.com/static/forever/images/product/cd59447c1091b738d94fc8ea7b0629c6.256p.jpg,TRUE,TRUE,FALSE,FALSE
219,Intel Core i9-9900KS,1151,449.99,Intel,4.0,5.0,8,16,127,Intel UHD 630,https://cdna.pcpartpicker.com/static/forever/images/product/127d608f7abf20424afc8464bc416cfa.256p.jpg,TRUE,TRUE,FALSE,FALSE
220,Intel Pentium G3250,1150,66.66,Intel,3.2,0.0,2,2,54,,https://images-na.ssl-images-amazon.com/images/I/41VgZWKYv9L.jpg,FALSE,FALSE,TRUE,TRUE
221,Intel Pentium G4400,1151,55.89,Intel,3.3,0.0,2,2,47,Intel HD 510,https://images-na.ssl-images-amazon.com/images/I/51YefgMhKDL.jpg,FALSE,FALSE,TRUE,TRUE
222,Intel Pentium G4500,1151,83.18,Intel,3.5,0.0,2,2,47,,https://m.media-amazon.com/images/I/51mL-9Qzc8L.jpg,FALSE,FALSE,TRUE,TRUE
223,Intel Pentium G4520,1151,115.36,Intel,3.6,0.0,2,2,47,,https://images-na.ssl-images-amazon.com/images/I/51eebFFX3YL.jpg,FALSE,FALSE,TRUE,TRUE
224,Intel Pentium G4560,1151,59.99,Intel,3.5,0.0,2,4,54,Intel HD 610,https://m.media-amazon.com/images/I/51r0hRSP5mL.jpg,FALSE,FALSE,TRUE,TRUE
225,Intel Pentium G4600,1151,96.25,Intel,3.6,0.0,2,4,51,Intel HD 530,https://m.media-amazon.com/images/I/51q-KX3DmrL.jpg,FALSE,FALSE,TRUE,TRUE
226,Intel Pentium G4620,1151,104.99,Intel,3.7,0.0,2,4,51,Intel HD 630,https://cdna.pcpartpicker.com/static/forever/images/product/aa7e318a860c7f26410937fe62eda9e7.256p.jpg,FALSE,FALSE,TRUE,TRUE
227,Intel Pentium G7400,1700,79.99,Intel,3.7,0.0,2,4,46,,https://cdna.pcpartpicker.com/static/forever/images/product/eb5f4691a0ee2ac68328fbedd3956538.256p.jpg,FALSE,FALSE,TRUE,TRUE
228,Intel Pentium Gold G5400,1151,56.99,Intel,3.7,0.0,2,4,58,Intel UHD 610,https://m.media-amazon.com/images/I/51CNDDg0VaL.jpg,FALSE,FALSE,TRUE,TRUE
229,Intel Pentium Gold G5500,1151,91.60,Intel,3.8,0.0,2,4,54,Intel UHD 610,https://cdna.pcpartpicker.com/static/forever/images/product/5c00d1b71d5bdf6ca365a8118ac603d5.256p.jpg,FALSE,FALSE,TRUE,TRUE
230,Intel Pentium Gold G5600,1151,92.99,Intel,3.9,0.0,2,4,54,Intel UHD 630,https://cdna.pcpartpicker.com/static/forever/images/product/72d64a0b25612d0bcd8bdaf3add84069.256p.jpg,FALSE,FALSE,TRUE,TRUE
231,Intel Xeon E3-1231 V3,1150,147.18,Intel,3.4,3.8,4,8,80,,https://m.media-amazon.com/images/I/51k59EO89OL.jpg,FALSE,FALSE,TRUE,TRUE
232,Intel Xeon E5-1620 V3,2011-V3,356.21,Intel,3.5,3.6,4,8,140,,https://m.media-amazon.com/images/I/51rLr1NagHL.jpg,FALSE,FALSE,TRUE,TRUE
233,Intel Xeon E5-1650 V4,2011-V3,299.99,Intel,3.6,4.0,6,12,140,,https://cdna.pcpartpicker.com/static/forever/images/product/9f6b656cf6f4885666f47c2677601942.256p.jpg,FALSE,FALSE,TRUE,TRUE
234,Intel Xeon E5-2603 V3,2011-V3,182.99,Intel,1.6,0.0,6,6,85,,https://static/forever/img/no-image.png,FALSE,FALSE,TRUE,FALSE
235,Intel Xeon E5-2603 V4,2011-V3,218.13,Intel,1.7,0.0,6,6,85,,https://cdna.pcpartpicker.com/static/forever/images/product/ced2928f0412783f6314a70692c976b0.256p.jpg,FALSE,FALSE,TRUE,FALSE
236,Intel Xeon E5-2609 V4,2011-V3,319.99,Intel,1.7,0.0,8,8,85,,https://cdna.pcpartpicker.com/static/forever/images/product/644fdf832bb1cdf8d7d313e357abda26.256p.jpg,FALSE,FALSE,TRUE,FALSE
237,Intel Xeon E5-2620 V3,2011-V3,55.24,Intel,2.4,3.2,6,12,85,,https://m.media-amazon.com/images/I/51vdDe8NA9L.jpg,FALSE,FALSE,TRUE,FALSE
238,Intel Xeon E5-2620 V4,2011-V3,409.99,Intel,2.1,3.0,8,16,85,,https://cdna.pcpartpicker.com/static/forever/images/product/a2c6bbe0c6f6bb7b6bc3eb2468410321.256p.jpg,FALSE,FALSE,TRUE,FALSE
239,Intel Xeon E5-2630 V4,2011-V3,683.99,Intel,2.2,3.1,0,20,85,,https://cdna.pcpartpicker.com/static/forever/images/product/fe223eeb7f193ce69814603b89175472.256p.jpg,FALSE,FALSE,TRUE,FALSE
